tf,K94,L1,L12,L13,L14,L16,L20,L24,L25,L26,L27,L3,L30,L33,L4,L5,L6,L8,L9
AHR,-0.07909045989474509,-0.3317149818220516,-1.7709275386709997,0.173216474211434,1.0761444574907761,-1.3965878211304714,-0.079571222215602,-0.5895625659002599,-0.14466121908639953,0.506778581612104,0.8066931018632979,-0.25583073942934603,-0.7499961810495124,0.5297714461670442,0.143658266605753,0.7688573190883983,2.4409748652808463,0.4653443151237333,-0.327851790445679
AR,-0.19325283998377737,1.6586081199025586,-1.3793780519409564,1.7907887131919769,-0.1409331840936445,-1.1085242075796693,0.7493187215468438,-0.9839057860240145,-1.2944177808294024,-1.2610364986622535,-1.4279259616063698,-0.30936890505384423,1.9264033191157048,-1.2416360055411242,0.44152797543055095,-0.5200809877843825,2.31755415831337,0.04824596260549258,-0.24557964338883315
ARID1A,-2.0182966736038632,-0.3614418098915772,2.262107028010151,1.7122212772973078,0.11060948003097566,-0.9217136952248891,-0.41665568586697393,-0.02693186323340529,-0.03677323568976807,0.259015226562962,0.03899875781024085,-1.8145760119742307,0.5718007366330448,0.08491799357473681,1.6828408504240733,-0.2737921624420298,-0.797588862113589,-2.0442240224665955,1.5331833135798398
ARID1B,0.47307809299740344,0.21338225925067997,0.9297051782995421,0.835717544118063,-0.29715441021919625,-1.8162459011404795,0.5877228274587698,1.029559600681928,-3.291600697206158,-0.5647692335640118,-0.6647416961095407,-1.6621134784803435,0.007366643809310344,0.5227363332249129,1.868061235807562,0.39827137534810597,2.1397655673891056,0.22452806540554682,0.16383544800680414
ARID2,0.7534203719957354,-1.8595002584321796,1.3917141112885136,0.8748132926433186,-1.063229297054023,-0.618750998622481,-0.0018525824158524679,-0.6486417879238322,-0.4220125071930153,-0.7321998475744954,-0.36322887397939707,-0.8843013868695371,-0.04649443324182356,-1.1684975312874493,1.7248789524408672,0.5144834647421809,1.8303811253021518,-0.028111334059719564,0.1543837407875389
ARID3A,1.5633356562691834,0.46315127893293445,-0.7356682398185532,0.34610680254770426,-0.12356170775552133,-0.26882932346613847,-0.9731320797769691,0.3783116974369538,0.5883568161771245,-0.13287784064452082,0.7750757264659975,-0.7694206636982672,0.5672028531307862,-0.6458791846723035,0.7897617984303739,-1.0481120136309163,-0.18179552016737166,-0.8152405165423385,1.2248032036204837
ARNT,-1.3227024585997498,1.8519366167280258,0.4266708253210064,0.9988038304146128,0.5290378690382698,-1.7243402484609391,0.7283373190793355,-2.7854998766298067,-1.7406532442075513,-1.0022850973883601,-0.815587864373388,0.3542487149369226,-0.15409887964552443,-2.8624822950353535,0.07838929778227025,0.9923655887341785,2.972912026066325,2.100457933737667,-0.2544556475687316
ASCL1,0.47754467649098625,1.5343852271060687,-0.5194888314199337,-0.8562935390709383,1.2112496505464705,0.08556423668729396,-1.7306980791966882,-0.006782575855215398,0.8762506024052126,0.15235477498099764,1.91270612491792,-0.5282818358060785,2.0104790897390092,-0.5870391851887483,1.3038250812566388,-0.5032939998965236,-1.8617715907386052,-3.3906283256877243,0.9010603692306323
ATF3,0.019085248697218993,-0.3189685379512875,0.15702242202222028,-1.8915273187360837,0.6128194011560197,-0.31481639124192273,-1.6377162382437784,2.6740845091295724,0.2478722306708505,2.521702377608714,2.1592431743002365,-0.9859867926621264,0.5628883946313383,2.4775744785376155,-0.7083746619526212,-0.928388011404453,-0.44664246596729595,-0.41906183713534895,-0.70948916761712
ATF6,0.8039242555944865,2.567743909506594,0.10845541568589896,-0.051369558209743836,-0.4585224952354484,-1.5085602301950418,-0.24548506609647627,0.016286499185381928,-0.6698277814045335,-1.5105656160992635,-1.007145022106268,-0.7225158281059191,-0.016460006322888646,-0.023411592537079206,1.784548855656246,1.248025342286097,-0.0739843403606098,-0.5805169083150982,-0.45262433889579845
ATF7,-0.2532490675868405,1.1705758778511972,2.2389199348625475,0.9346556044512045,0.10367402461220725,-1.6831031232106388,0.8375091732147217,-0.812291527175103,-0.840672698605649,-0.6499360538060761,0.011560621557751422,-0.8435194453259264,0.5420768091534702,-1.6444935577917015,1.690793817472526,0.34033934656889614,0.07777361713233771,-1.0729710302670925,1.2905025574128741
BACH1,1.665967543130746,-1.3808804624368434,-1.0041684826325226,-0.5278179266884103,1.5346176549613428,2.0648088173089834,-1.0948603069568392,-0.7012121058168752,-0.39887680024647165,-1.0690951176042307,0.21191503312941398,0.8545477269856964,1.8764127577245118,-1.7872142288642712,-0.5441027203718268,0.06449099129114469,-0.39360848936007353,0.39103612330904264,0.98673952680563215
BACH2,1.270729220326249,-1.165441465981964,-0.9445487989653368,-1.1469501742046075,0.356487096209316,1.7906717393905796,-1.3392301963559614,0.3688702402486319,2.04267445319226,1.0452518746090798,3.435218339841478,-0.8594747812979466,1.051293924097094,-0.22857327098756824,-0.3751893281633487,-0.5285561527393465,-1.1458251598275435,-0.9079963875777289,1.1723848317239767
BATF,-0.7601683887612682,-1.1197970975745848,-0.302745311818492,-0.14053783299531084,-0.6363394185615321,1.1430757660781117,-0.537199079850018,-0.10992605432059818,1.4044004150840501,-0.4771574025512371,0.3391586508445905,0.4340347493038356,0.4104721236783617,-0.7395042485213201,0.19047622965431826,-0.39734770268868524,0.8534033847533102,0.3355029934561489,0.12513077746407358
BCL3,1.535520390061131,1.4799707656408418,-1.1764965052221636,-0.20206373480536188,-0.2357743122252017,0.7035856706942537,0.6129835902169941,-0.9871017952815526,0.009311980776299725,-1.6685027583676548,-1.584685070963977,-0.1071687518072968,0.45646148107623324,-2.0867796262251836,0.7083337827674594,0.9191598519380334,-1.0561143205974384,-0.31320417743191786,0.9799756341721348
