gene,K94,L1,L12,L13,L14,L16,L20,L24,L25,L26,L27,L3,L30,L33,L4,L5,L6,L8,L9
ABHD10,6.083686817953948,NA,5.968501458067978,5.48754711802159,6.077563835805192,6.144441590947819,5.860556846739973,6.899891463179918,6.942751393181711,6.551244202516068,6.674542364273078,7.782010581563929,5.943061071154121,7.048185748393747,6.753375842548882,7.448375765610335,6.132429032792748,6.85962958223468,6.480779119652498
ABHD12,5.685652165029067,NA,6.058362872456895,5.629585926654082,5.529561115258309,6.550220642181445,5.035799615629562,5.905801109075265,6.960121318954146,6.30011440435983,6.587576019153692,5.383956913525152,5.572379738050758,6.27782440718825,6.4953865695128155,6.947896017920806,6.387058185723225,5.9453478967104925,5.412790337286223
ABHD14B,6.798122514129441,NA,7.661513759441009,7.933519330184248,7.400161058890161,7.395656194579532,7.43854293405944,7.981480987631391,7.911323080811586,8.223673329721715,8.136587968556801,7.550002148363623,7.010114900005332,7.924212964060212,7.326021379726479,6.93754409748747,6.253763409622765,7.20568779962065,7.944053934933672
ABHD15,5.252835860196116,NA,6.988763335188844,7.121562386985639,4.828101732136362,7.06527702634016,6.65258782186717,7.427690244606049,8.430644307880469,7.935243066507988,8.408052034933805,6.858807356893516,5.663372631808597,7.462380428353898,7.609962607667738,6.599594477108072,5.343679877286066,5.197282806028914,6.1798226177284565
ABHD18,6.966431669640363,NA,6.316891126835758,6.560414271462976,6.151620189786064,6.361550748157642,6.175354016982629,6.84076170835081,6.318446098790224,6.780279820575233,6.805554662340699,5.48316044417396,6.097892363711582,7.21226769879558,6.354354902528213,6.573089573909252,6.206447024277745,6.5176454749206005,6.754839885786913
ABHD2,11.04578695615706,10.233256897822292,12.420318971663837,11.533655997972057,9.991809261889683,11.994398749555094,11.028707144449365,11.617118687450246,12.601092860990333,12.156583453942519,12.569704332676258,10.346558631780626,10.11046216576223,11.2260293147986,11.362415315571207,11.249335440746721,9.991606704854147,8.611081678890637,10.315055362795006
ABI1,7.370749266064346,NA,6.766826880411829,6.877624266676351,7.02984733216544,6.550220642181445,6.608382097962595,7.160649682078779,6.69556004399851,7.054937592337341,6.458733929216828,6.61812507929575,6.7547590970751,7.006020215829187,6.435598517371355,6.546088600033832,6.899595442510316,7.69779722754817,7.782042632502316
ABI2,6.723712372638159,NA,5.968501458067978,6.184235873334478,7.4152725969191575,7.345583867872714,5.354024846891553,6.086343283591605,6.371338611233382,6.780279820575233,6.357230609710731,7.503495955298307,6.975019882544638,6.297027157514206,6.055762737755009,6.818482993056714,6.343980619422608,6.695809709459402,7.087710706516122
ABL1,8.478055616860376,NA,7.461928175135169,7.371187090288339,7.813410075796442,7.2937109759439505,6.952831467537385,7.254256003613191,8.244710686539792,6.603476608802909,7.830609514617686,7.45544052626885,8.100648885144905,6.765289426260006,8.16449829572681,7.948589195698327,7.0678894490062,7.5527344596984864,8.28382368540987
ABL2,8.051717874743533,NA,6.954064652843838,6.9695517312982975,7.778775597406044,6.866565013783875,6.310255713461137,7.232951486820907,7.377065135002786,7.128080640120656,7.298522546264474,6.034220991868958,7.778151992550262,7.347350155761445,7.2767624825013595,6.461914408633669,7.418685491415358,7.062524880614271,7.4686609811995215
ABLIM1,10.215328086494166,8.164649286785407,8.781024270469475,8.95618775471067,8.982887322383805,8.657846318594968,8.885751160025999,9.075498890965752,8.589758606648862,8.468637100596732,8.398503064213385,7.681150156970579,9.703300343284623,8.566419104631477,8.708525210211493,8.649295432020468,8.552487552256908,8.182113187693476,9.360461527095138
ABLIM3,11.076297613077047,8.61468354341613,10.170178110487546,10.98952224795192,10.302366921632407,10.642658827013198,10.489286772338792,10.138833615961675,10.492126693239618,10.03669414432205,10.402282934819405,9.103371501868482,10.669782355570126,9.205782624185561,10.064331352727036,8.861290101776403,8.230543191970172,8.466047230708758,10.066254587148018
ABTB1,5.269026925709893,NA,5.600885451188885,5.629585926654082,6.688001911847399,7.06527702634016,5.079633305581114,6.209874125211732,5.6003572645633195,6.497049467264082,6.852937092658964,5.575979160786519,6.8254237366744714,5.568060145414888,5.267339438595991,6.084264531876039,5.508804154191447,5.8321967245292665,6.022851723150984
ABTB2,7.776750879772424,NA,7.453671887461189,7.727764722480751,5.529561115258309,7.125864895105655,6.695479207914323,7.1081265306148875,6.736456618928218,6.321062523703089,7.616676430927248,6.782955377318755,7.044376430915767,6.742123683678786,7.509491491096773,6.157452592951513,4.942949439855306,5.2219945402438785,5.591130243910426
AC013461.1,8.252352832612411,NA,7.323798358020872,7.121562386985639,8.624976428224931,7.444048773289987,8.069298112517993,7.662075171433086,7.658181261871876,8.25122006503633,8.069975711145739,7.526936438310264,8.446441415140727,7.8328715953035175,8.283988819283378,8.254066593237292,7.82334129039848,7.683040292466705,7.654059859873501
AC090498.1,7.273784913366017,NA,6.261209955434138,5.951552308044205,8.488753151985188,6.71704624352749,6.578140711878822,7.12804746479962,8.118895035747544,8.10186493440771,7.732680178387158,6.930869714495293,8.055165684766036,8.183505846963724,5.678798751834448,6.80715573625662,6.3656801787361115,8.066342709200862,8.655399972889294
ACAA1,10.381848515217472,8.505194108082959,9.963289056245523,10.087149515288177,9.441667831603896,9.371521193866768,9.251804502848048,10.59515275253719,10.038035107715737,10.19826297087788,11.0511700088193,8.272724281818556,9.330716948972336,10.766902311409448,8.00909343841514,7.999239165511069,8.504391058588718,8.69658753745808,9.428544768530228
ACAA2,9.752616839050686,8.579102402736419,9.542540393196193,10.284405778174834,9.0030320530719,8.79476195924254,9.82521323924148,10.254734557345058,9.27778790505461,9.834831787764726,9.488635077073697,8.01535948225762,8.120858360380767,10.119023908100461,8.306743619686914,8.33516884656438,8.918222190409912,9.541349046920827,9.245257553316302
ACACB,9.811838516257959,8.64940822796847,11.476472097282416,11.310133140022332,9.677716730295918,10.189657038380899,10.118397640393168,11.81211970737729,10.918108909198269,11.043507763913974,11.36487249729627,9.071844286217198,10.361242129726643,11.259452831898573,11.081534062804915,9.741639998412117,8.11997833940003,6.778656161099386,10.098575510230814
ACAD10,6.705981749316285,NA,7.557485027787612,7.089139362474183,6.885396738238407,6.458967686763012,6.904903145445731,7.972327186530348,6.907371267408779,7.398286397359419,7.696771648482068,6.480833300332341,7.2269974750801556,7.901391342382846,6.924333976651814,4.203051043944603,6.23029918898896,5.549388803713045,6.651375893581497
ACADM,8.866468777824727,7.259802170726884,8.628008748654745,8.47524076883675,8.265134742793913,7.622855666543449,8.18919420503814,9.451206326065074,8.03121858107236,9.003663495615859,8.32982974780599,8.142203891149778,7.7263331366047705,9.844514631271194,7.446738402262882,7.979192054156675,7.742716631943667,9.391918487722767,9.045487801971836
ACADS,7.8268296522847844,NA,8.214486167591724,8.377941709474984,8.156916931335155,7.958882022923936,8.133093894474205,8.855175760125546,8.366955146406243,8.4257633824078,8.584043743345747,6.661131517394383,7.803379768361653,8.501682690321983,7.464445371541034,7.008494545935479,7.132603123758807,7.193244388700963,7.732203495037554
ACADSB,10.159425486998439,8.748832557121569,9.349127542387029,9.896553946358162,9.975334772066669,10.024438763194214,10.656001408626652,11.656513971866692,10.013286961959915,11.123193825959936,10.658432453860312,10.17541804132298,9.141894383585688,11.816554621314394,8.851975733513727,8.613977999536951,9.322216832901203,9.786087747232193,9.59812216406443
ACADVL,11.90125568659868,7.166984455847372,11.142040579660213,11.567883553406277,10.921486577638683,9.654609992991384,11.020999356774608,11.368214412831518,9.680165019330348,10.330692022968295,11.268128800855399,8.111522928115628,11.889648102870796,10.699048610851852,10.098752721992847,8.655624918029366,9.336022995856696,9.30302703446383,10.536298744885672
ACAP2,7.321141704126793,NA,7.0001465531685,7.0726504396061305,7.481381548509111,7.781925111992857,7.098438156155057,7.419630973457034,7.377065135002786,7.4936295582013575,6.705849104147296,7.820459857975129,7.29971427402428,7.3747212770223864,7.436008955820606,7.869115500617047,7.87721211496242,8.011879494080707,7.8768352976826375
ACAT1,10.812665334348404,8.929221393255576,10.482693222693444,10.605619234521305,10.69952861807023,9.514343273975365,10.216144583106479,10.606734684189286,9.492959430564321,9.877880635835195,9.346888097200564,9.726675445801915,10.310235014064789,10.630055501488007,8.193454590188752,9.241781036169643,9.910886602255578,10.714305538406501,10.764178179116628
ACBD3,9.204111815972707,NA,6.954064652843838,6.877624266676351,8.611918540721812,7.184010517802301,7.044160601881577,7.752544396113555,7.989533283439593,7.914717931645216,7.922311905192023,7.839306933880069,8.459196262615398,7.589825502697158,7.0999992350171315,7.869115500617047,7.557145325058292,8.659376666293754,9.167699063590108
ACBD4,7.090056050461746,NA,7.993102808699904,7.969589542115484,6.818768885182026,7.184010517802301,6.952831467537385,8.03345732866048,7.297307130841611,7.547950523105106,8.535497523389564,5.897034840752619,7.813348639914468,8.012052057480608,6.823659344737981,5.623886389166282,4.942949439855306,5.853440766558959,6.651375893581497
ACBD5,7.332741936368725,NA,7.502515404882017,7.924359083971529,7.74328916164499,7.444048773289987,7.926575376280217,8.193267132125785,8.126607605943127,8.262093153890072,8.085928133912558,8.031838469093765,7.077843148246094,8.600308401024618,7.434212931100278,7.286508394712049,7.365828281977931,7.712404745017922,7.732203495037554
ACBD6,5.756268170352376,NA,6.4221935739048295,6.121494325385575,6.7725770021370675,6.71704624352749,6.092197067748801,6.661011830389624,5.767532003874413,6.551244202516068,6.631714389116789,5.48316044417396,6.281453142327356,6.584344624837561,5.8448275889972745,5.904606836015633,5.854053782676415,6.207023629038359,7.0677560001561
ACIN1,9.892434252003616,8.06528053643106,8.820085321897865,8.748696388838438,10.56879402620046,8.146041372564584,8.783438340246763,9.40432956569556,9.695802502550633,9.444090210541473,9.766158853936824,7.930017012222651,10.609557490136263,9.14083968786169,8.54839015257294,8.28297385885429,9.000279197931475,9.03551204249438,10.99434374825446
ACKR2,5.0800695084356615,NA,7.15074364623616,5.758885352223983,5.076447932084042,7.002032722657708,5.957719459543645,7.536033527047879,7.364074590326181,6.30011440435983,6.114436412085093,7.3277947145981255,4.182217546883988,6.0776964350801155,6.491937383525949,5.699351034162492,5.343679877286066,5.726781787370376,5.591130243910426
ACLY,8.89282960659134,NA,7.2589428095579525,8.244455942265057,8.60534500757734,7.395656194579532,7.480022697622905,8.351319112103146,6.653470252985661,7.465682317052247,7.531871766621007,6.782955377318755,8.294595303145192,7.82407320044071,7.5465387552077114,7.593900194900842,7.013943705999852,7.653065719325452,8.24880501924809
ACMSD,6.946435945347046,7.651077363557134,7.394515778249209,8.280798566722828,8.866763614068462,6.71704624352749,8.233525347728706,8.632705854457884,7.310910110438337,8.20688923237565,8.254198247254921,6.782955377318755,8.387606596132462,8.322744951382814,6.5952043975776125,6.7372584773172175,7.230461862224688,6.9609756983478,8.212915151263177
ACO1,8.878390792104744,NA,8.204679863864088,9.137555161930313,8.470783977512331,8.146041372564584,9.465131202874057,9.436637091926796,7.700135812038079,8.787397144825396,8.598016601021138,8.031838469093765,8.397580534868654,9.53919832303997,8.033023814635667,7.580656200344217,7.528573578798559,9.063128158744634,7.7942379668170485
ACO2,8.83826152456348,NA,8.243511378316617,8.430649781848755,8.269299073410513,7.664297271233989,8.101548604888682,8.663744290561796,7.364074590326181,8.16115290942256,8.218464313091298,5.663185464171795,8.56328753561752,8.410585071969054,7.183622526255805,6.725272463294628,6.869533901411026,7.898924059880903,8.359639627512509
ACOT13,6.669853075827442,NA,6.551612817169842,6.858514369087329,8.644344297282005,6.458967686763012,7.230687081459221,7.929455089198894,6.631955738331962,7.186322262524298,6.434019726715084,5.0373915808214935,7.900098024120345,8.36884666235319,5.99370615737436,7.1133838930556,6.3656801787361115,7.72686584035179,8.04956137680289
ACOX1,9.802830760397056,8.344946557994655,10.326427875855059,10.222226452224747,9.24001772032407,10.11689400937646,9.566811448382646,10.621448582903048,11.403993373385093,10.767395791603144,10.84984741508192,10.591337366324153,8.91997693444472,11.188603451331604,10.360616412950149,10.342448699793495,8.423937368569328,8.956109814293407,9.019752247882051
ACOX2,7.475625288034875,NA,8.533244874926735,8.717217671340597,7.0199955976317785,6.550220642181445,8.295246117256879,10.15833784597485,8.47361076221434,8.990647719264734,9.462905850682185,6.743479483647983,6.543431098916544,10.585522285812909,7.401496175620293,5.7236534926200076,6.387058185723225,6.325783046435143,7.255873889111156
ACP1,7.029567625086711,7.347007589893666,6.61221407069719,6.184235873334478,7.495669927888029,6.550220642181445,7.324758838066851,7.364720298689564,6.8893504252512034,7.511964745527068,6.458733929216828,6.480833300332341,7.828173968013447,7.7212072087488135,6.231505368893748,5.967011863682172,6.40812403116651,8.312477039063475,6.874535672075405
ACP2,6.879466840002008,7.782031751069363,8.149520309372354,7.819559954507769,6.368999022601779,7.819095550359753,7.973800666127838,8.314124354613766,8.787584905342216,8.184202304942664,8.306192493102388,7.876278146088206,6.864301970382693,7.930374894762094,7.67223984747096,8.233058072211351,8.15155031894633,6.271575992236832,7.145970388612957
ACSL1,12.05243717933225,10.56874429412001,12.238236200934532,12.781426832856544,10.57637635055974,11.837946441522883,11.847076911363642,13.355614441178274,12.594851258104546,12.724281038185689,12.502022389805836,11.554674527872065,11.555480573777556,12.6965142878104,12.35669191740494,11.583570593447552,11.351766488870771,10.132754232572976,11.825029970425065
ACSL3,8.907125344950183,7.166984455847372,7.710844019615772,7.384608136108943,7.819102506383329,8.024003821096683,7.413070280855214,8.636187730191976,8.334024204933902,7.900870464353305,7.549236191575096,8.216167657432925,7.362165998465963,8.394331547768124,8.278994271452637,7.984230008044177,8.25980941955587,8.115531001034975,7.390489060088585
ACSL5,9.545568531116393,7.4292408918891315,8.864358820544945,8.905881995773429,7.2978782445272135,8.231239307637088,8.428342264706677,9.25531326035607,8.80210597399625,8.598709327725706,8.728232217923564,7.550002148363623,7.069548968953489,9.215066450773245,7.388569895061414,7.984230008044177,8.067980479546913,8.077670041113644,8.166759635090235
ACSM2A,9.27897498867762,NA,10.079186811832264,10.465821002668585,8.388947363427311,8.412411260666337,9.270837209795479,11.270777619275252,9.534135191286813,10.681921185000958,10.608919270241008,5.823217969454218,8.994157294372537,11.656797401854748,8.435316526099092,7.219730370128461,7.310960606790678,6.933807692495241,8.17610962522411
ACSM2B,8.809491752833667,NA,10.049362300134769,10.653525818475844,7.959731811753825,8.258556073643694,9.124185424406923,11.557157221283317,9.949493006417809,10.549507006604879,10.740718537690876,8.064242283780745,7.710417453554067,11.356649491144191,8.274986146260728,6.713186033764961,7.489575822593766,6.761901463481172,8.635203224760746
ACSM3,8.01138372194393,NA,6.1834591287494565,6.896484340655457,7.1248324549572235,6.935888320745368,7.488177433735261,8.113909956193693,6.99424608896892,7.40810929950049,7.554978197302907,5.967257934543278,5.748965381610473,8.65838293892208,5.866298948858978,5.967011863682172,7.459619748973475,7.091869736203028,7.4533617860438195
ACSM5,8.308262352145418,NA,8.631672836416838,10.078917231732005,9.020430863214811,9.294432462699183,8.928328180086536,10.628749637643773,9.95383482754733,10.20391301075132,10.588068233637683,7.782010581563929,8.54246224409768,10.922862816169504,8.286977269360689,7.261827433533936,7.509206466128765,7.986864074787489,9.204717046134798
ACSS1,5.51965004918984,NA,4.722408899436422,6.244362185487228,6.611340777045077,6.793741750294183,5.280804605870925,7.516014306963738,5.986774835148813,6.7650727856317925,6.542044529087137,5.0373915808214935,6.966111092528211,5.127834324206132,6.784723200769703,8.159250291211448,6.528441275407248,5.842857848163822,8.28382368540987
ACSS3,8.380831944464509,NA,7.830451143794162,8.12958939534821,7.970002293309642,7.444048773289987,7.926575376280217,9.3698883942654,7.547625016017703,7.893896567427705,7.572068353837404,7.273396730869374,8.096572794995618,8.718963867058138,7.592354323324008,7.38883348123141,7.365828281977931,7.148827305206725,8.359639627512509
ACTA2,10.332627700567764,9.779744811732334,5.991496975419031,7.039096223258538,11.046855312105459,NA,5.163496854617064,5.943762320248437,7.828628760413606,8.60299196291008,9.65024358922719,5.575979160786519,10.909952270024943,6.328474445836976,5.660480225225379,7.334638636417806,8.533440931965027,7.559213781581283,7.4533617860438195
ACTB,12.289152897119534,11.698565015567718,11.635931624838014,11.922096539632372,12.099276195177724,11.687782095984469,10.932632335302822,11.680038543499096,11.231443878234755,11.618623484221464,11.816547252771455,11.684114525624997,11.8088035522621,11.158516417528132,10.354219452198342,11.618416373970577,11.719313485724088,12.267206213973315,11.996456666397057
ACTG1,12.339014811348767,11.003939179373956,11.98861253131893,10.7946789402641,11.923158781488956,11.57278943315861,10.8855610346578,10.27683789102691,11.067826196181207,11.138026036999625,11.074843959842083,11.091343396287913,11.230434746659059,11.138473745669176,8.733567879265488,10.377334020100301,11.066404697321369,12.338270739451856,11.520970519239972
ACTN1,11.330313636418596,9.541722001973897,8.803938212267843,9.615607204924947,10.968985581114813,9.654609992991384,10.533298713849915,9.997091073335392,9.759193535419813,9.35802480515562,9.4765843439561,8.064242283780745,10.993432180919617,8.633419865230346,8.654785121796452,8.850295270930536,9.484728427951614,9.438790209378057,9.988782720157298
ACTN4,11.392832836668996,9.089541251996861,9.963289056245523,9.78458471226264,11.395825484547961,9.050578355550387,9.113681887311825,10.117402160555466,9.406905244350389,10.245597396484763,10.576117487645474,8.379591441664418,11.456778326649646,9.843970709037622,8.550878600485584,8.29518754836286,9.14846707645001,9.15368348053178,10.276455371947632
ACTR1A,7.3172541395734125,7.166984455847372,7.57281347023765,7.595512631993758,7.565063227666622,6.71704624352749,6.803987884482874,7.536033527047879,7.780553086577099,7.456244954329849,7.566394099729651,7.45544052626885,7.3347428725754416,7.136116923796651,7.446738402262882,7.819241207482937,6.489439893940139,7.293800697566917,7.513608556360561
ACTR1B,7.245424791426517,NA,6.712501831998887,6.738213033372203,6.444596556898096,6.550220642181445,7.033055671216852,6.964100182007991,8.320638434622476,7.104109304428102,7.435557308768628,8.031838469093765,7.0612068298445845,6.85871703818699,7.104523415010741,7.68335252465973,6.838832611673537,5.9552075548822945,6.754839885786913
ACTR2,8.50906008801019,8.2576126175352,7.88673065391159,7.7692852602938185,8.419245955469018,8.116486070046522,7.75471039347592,8.59264586911908,8.707569684655459,8.657539346490088,7.908922657857046,9.306649945509,8.008201746715864,8.26540494825115,8.468161516339302,9.13484407967721,9.381999610163932,9.224693316982902,8.50027340389738
ACTR3,8.740043429955696,7.580854843062388,7.541991972121677,7.168870297246306,8.682317037600138,7.855332313235662,7.315622937937489,8.110576298649866,7.8567235039593175,8.33083837066967,7.787361914092584,7.96476212180435,8.104713491430891,8.0948485816886,7.244330589476865,7.7380605919707275,8.75926242557083,9.361193853728663,8.138340492796408
ACTR3C,6.568838148816782,NA,6.819180322175571,6.738213033372203,6.187269944595643,6.361550748157642,7.230687081459221,7.646045906989615,5.986774835148813,6.321062523703089,5.914558638576791,5.48316044417396,6.775304635330075,7.078095592288983,6.5757856963591745,5.400915230602257,5.621319119688424,5.674025946803868,6.59672144364662
ACVR1,7.351870758933282,NA,7.411666478962802,6.214612237651723,6.795857805919619,6.550220642181445,6.4166248387971,7.459484523393046,7.21288041882722,6.824962190298633,7.100737319293616,6.15948734341549,7.052816173051516,7.584625585471814,6.565977441973368,6.22710638884781,6.603416731451938,6.091081180970713,6.1798226177284565
ACVR1B,8.863806008613787,7.7180398995896855,8.299866586271081,7.88712515778508,7.25652353196717,8.831607297551392,7.720508002199415,8.219810016987813,9.559997942888716,8.32566502536284,8.401693082179518,8.272724281818556,7.558675815680074,7.790592909727666,8.480396918571726,9.053296488353434,7.950840147070631,6.050266358301139,7.22016163226583
