comp,func,coef,pvals
COVID+/PCR-,RBPJ,2.962933050905117,2.1187404254605693e-4
COVID+/PCR-,HIF1A,3.4995386716132284,7.314431009578726e-4
COVID+/PCR-,ATF3,-2.0721595735647953,8.274713756334672e-4
COVID+/PCR-,ZNF639,-1.9777590933902256,9.330300192688911e-4
COVID+/PCR-,POU2F2,2.4733084294492276,0.0012717464450632903
COVID+/PCR-,POU4F2,1.8526017593584834,0.0018895332741886129
COVID+/PCR-,FOXO1,-1.8263914992516608,0.002343747092250991
COVID+/PCR-,PKNOX1,2.1700373728860542,0.0029016541103709585
COVID+/PCR-,NFE2,1.6848094936972173,0.004145508725105171
COVID+/PCR-,ARNT,1.9237354199347845,0.004320791546882624
COVID+/PCR-,SP3,1.6545055019424635,0.004918827735151753
COVID+/PCR-,THAP1,1.7039035807297687,0.005060435017931062
COVID+/PCR-,NCOR2,-1.8310506507164739,0.005934812891209001
COVID+/PCR-,CTCFL,1.4817638673892357,0.006359580770330902
COVID+/PCR-,ZNF143,2.405784488408153,0.006409399449249664
COVID+/PCR-,CEBPG,2.4715004011816823,0.008157873900183835
COVID+/PCR-,STAT3,1.7694938033819148,0.009038854883427093
COVID+/PCR-,NCOR1,-1.6302030128160383,0.010369339658204848
COVID+/PCR-,TCF7,1.6555515740309745,0.010397812473874092
COVID+/PCR-,GATA2,-1.277983260481672,0.010495582889956178
COVID+/PCR-,BCL6,-1.4469366435402864,0.011489773118257168
COVID+/PCR-,NFATC1,1.2725415121175248,0.01551298044338444
COVID+/PCR-,SSRP1,1.3233109925367013,0.01610913541507887
COVID+/PCR-,IRF4,1.73567315126421,0.016674884017251868
COVID+/PCR-,SP4,1.3990828421157402,0.017499517076954126
COVID+/PCR-,USF1,-1.8663957932356388,0.017536217282267945
COVID+/PCR-,MEF2A,1.5003716518217158,0.017591875302414347
COVID+/PCR-,MYBL2,1.4316720944912082,0.017666253290916558
COVID+/PCR-,NANOG,1.3720719747410595,0.018968570289911932
COVID+/PCR-,SOX11,1.7703061489788696,0.019409435114371928
COVID+/PCR-,HSF1,1.7051923173618984,0.01983763878068785
COVID+/PCR-,PPARA,-1.324301321105824,0.02132299535190517
COVID+/PCR-,BACH2,-1.4755463318302375,0.02165286042594835
COVID+/PCR-,MTA1,-1.4038897937814137,0.023112942406453982
COVID+/PCR-,HNF1B,-1.2086358737949496,0.024486892708929363
COVID+/PCR-,TEAD4,1.5999441894181208,0.025332417754324783
COVID+/PCR-,STAT1,1.3227191705689816,0.02552702552278396
COVID+/PCR-,NFE2L1,1.3965484570240068,0.025622447029742305
COVID+/PCR-,IRF3,-1.3051717524841113,0.02807751988562338
COVID+/PCR-,ASCL1,-1.5613465146185113,0.028472441977349005
COVID+/PCR-,TFAP4,-1.5979340189760607,0.0328984677815551
COVID+/PCR-,NR2F2,1.1247836423894568,0.03942347357235889
COVID+/PCR-,SOX2,1.2714579710347063,0.03957083073544034
COVID+/PCR-,NFYB,1.034437510618191,0.040753087718874266
COVID+/PCR-,NONO,-1.119793612422934,0.04089425846148828
COVID+/PCR-,ONECUT1,1.2721095662097608,0.041302010694511726
COVID+/PCR-,SMAD4,-1.2651097169921426,0.04191543714382166
COVID+/PCR-,HMBOX1,-1.353376742421648,0.04223330783112556
COVID+/PCR-,ZEB2,-1.3003299326095774,0.04530561320327863
COVID+/PCR-,TEAD1,1.1476354536076212,0.046935537832638756
COVID+/PCR-,THAP11,-1.1892374791267875,0.04745293709841986
COVID+/PCR-,ARID3A,-1.0319691045568784,0.04803831022352123
COVID+/PCR-,MIER1,1.2509496198514345,0.04870496320457885
COVID+/PCR+,POU2F2,4.392419463087395,8.130924037308989e-8
COVID+/PCR+,STAT2,3.8053014275685717,1.2993003444005002e-7
COVID+/PCR+,STAT1,3.312295645589468,2.8966182098004655e-7
COVID+/PCR+,POU4F2,3.164025620592304,3.8396439384589867e-7
COVID+/PCR+,THAP1,3.272095010512346,3.849871636374583e-7
COVID+/PCR+,NCOR2,-3.3391308668328734,1.4082366377592955e-6
COVID+/PCR+,CTCFL,2.7000778854941636,1.6741822951942808e-6
COVID+/PCR+,NFE2,2.863769913929735,2.1219351214014117e-6
COVID+/PCR+,ZNF143,4.143304679270363,4.360405637549257e-6
COVID+/PCR+,RBPJ,3.541302664906973,4.922431219477498e-6
COVID+/PCR+,PKNOX1,3.2362512855623335,8.75784223353125e-6
COVID+/PCR+,JUNB,2.5534475646369286,1.5071601019821507e-5
COVID+/PCR+,TBX21,2.4384976455055085,1.5573143903102303e-5
COVID+/PCR+,BCL6,-2.4699449574663594,1.8308802328322193e-5
COVID+/PCR+,ELK1,2.7830393741922226,2.0869797960928128e-5
COVID+/PCR+,TCF12,2.7521391809235736,2.2712776262621195e-5
COVID+/PCR+,CEBPG,3.9369194903317366,2.4030920010868373e-5
COVID+/PCR+,MEF2A,2.670294762177207,2.702154630722887e-5
COVID+/PCR+,IRF4,3.0257994779541417,3.19011655424316e-5
COVID+/PCR+,MYBL2,2.511668896789036,3.3466411706917894e-5
COVID+/PCR+,SOX11,3.1382860080326163,3.626719851171202e-5
COVID+/PCR+,STAT3,2.7208882268030847,4.850593761322211e-5
COVID+/PCR+,IRF2,2.3984323183084304,5.1922313658866406e-5
COVID+/PCR+,ARNT,2.5357046076224883,9.958754740317985e-5
COVID+/PCR+,E2F6,-2.407950619738531,1.377466091683218e-4
COVID+/PCR+,ATF3,-2.2155454507403123,1.3892439564832236e-4
COVID+/PCR+,HIF1A,3.662975841709175,1.5575570303113257e-4
COVID+/PCR+,HMBOX1,-2.4829653299799355,1.669555191493601e-4
COVID+/PCR+,NFE2L1,2.315183608193373,1.6777597635371188e-4
COVID+/PCR+,TEAD1,2.098425427676938,2.3043738199112393e-4
COVID+/PCR+,TCF7,2.291030944862945,2.4027229215879234e-4
COVID+/PCR+,NCOA3,2.161849299881346,3.8615566116249303e-4
COVID+/PCR+,ONECUT1,2.132607329480164,4.4875629562149145e-4
COVID+/PCR+,TEAD4,2.4125168481810277,4.882849062806426e-4
COVID+/PCR+,FOXK2,1.825070239584548,5.175775315221657e-4
COVID+/PCR+,HSF1,2.423412442102666,5.741806943135712e-4
COVID+/PCR+,SP4,1.8934289402879692,7.6488383287837e-4
COVID+/PCR+,IKZF1,1.8434992943174233,7.825352191688524e-4
COVID+/PCR+,SOX2,1.9944736593557661,8.226264412948719e-4
COVID+/PCR+,ZEB2,-2.0891038780131135,8.715456098934487e-4
COVID+/PCR+,BHLHE22,-2.0204215124867426,9.970550631463202e-4
COVID+/PCR+,NCOR1,-1.9550272506316317,0.0011167516211218198
COVID+/PCR+,MAF,1.76284570680048,0.0011477451784283634
COVID+/PCR+,MTA1,-1.8920328102428603,0.0012954921985282428
COVID+/PCR+,FOXP2,-1.654521895619603,0.0013597216153262463
COVID+/PCR+,SP3,1.7529665997371104,0.0013610264118506864
COVID+/PCR+,PDX1,1.704740907999633,0.0014050630516972652
COVID+/PCR+,POU5F1,1.713664310820545,0.0015807501938530184
COVID+/PCR+,YY1,1.9367997139948376,0.0019018026758401158
COVID+/PCR+,ATF7,1.6272237471436755,0.001991715147571023
COVID+/PCR+,BACH2,-1.8742272899264854,0.0020143005829688066
COVID+/PCR+,NR2F2,1.566433145305322,0.0025102245267594313
COVID+/PCR+,FOXP1,-1.9931473280884622,0.002950794389554158
COVID+/PCR+,KLF5,1.8136512321036644,0.0029991753825338776
COVID+/PCR+,NFATC1,1.4506549617784772,0.0031395635184342935
COVID+/PCR+,NCOA2,1.5249725173907709,0.0033106624494539092
COVID+/PCR+,GATA2,-1.3426457963730956,0.0037149288004099234
COVID+/PCR+,FOXO1,-1.5376627452410159,0.004594912350825822
COVID+/PCR+,ZNF639,-1.478939642195316,0.005391191967145133
COVID+/PCR+,MAFF,1.2807884599626118,0.006143987479234805
COVID+/PCR+,SNAI2,-1.5849836723006838,0.008405977761789293
COVID+/PCR+,EGR1,1.438586374450804,0.009828283188629144
COVID+/PCR+,NCOA1,1.5348237539418053,0.010274662718647415
COVID+/PCR+,GABPA,1.29125922515902,0.010424685388540487
COVID+/PCR+,PRDM14,1.7395292503222928,0.01097695566378833
COVID+/PCR+,CREB3L1,1.2241855849611931,0.01098824611075234
COVID+/PCR+,MAFB,1.3060303399713913,0.011002996573279444
COVID+/PCR+,SPI1,1.5366808958001201,0.012762193135925304
COVID+/PCR+,NR2F1,1.6827524615023748,0.014227402642651668
COVID+/PCR+,ZBTB11,-1.5177520197242185,0.014781208839103206
COVID+/PCR+,KMT2A,1.565746002570926,0.015137668241701813
COVID+/PCR+,ZNF384,1.2167516564939709,0.015221606377659841
COVID+/PCR+,HNF1B,-1.1641971428948947,0.018097652380416752
