tf,A584,A609,A616_OCT,A707,A720,A727,A748,A764,A972,A991,B136,B199,B215,B254,B283,B320,B346,B929,B986,C106,C145,C173,C186,C250a,C369,C51a,C552,C71
ATF2,-1.2569285675843207,2.0328772396982764,2.022515534138179,0.6141037578691623,-0.2936004322627228,-0.36399185809568274,-0.13497624642545678,-0.6310527003553712,1.1903414108038348,0.06674550210415274,-0.42144436757316706,3.7458290410218753,-1.2274629197299354,0.6847478162804783,1.889036454396586,0.4242713876517172,0.22077066370533044,1.4160719643208377,-1.5692624716156012,-0.9766171843469889,-3.608873574298335,-1.0172424743217046,-0.8033559972329735,-1.0567950049984485,-1.6986028538541311,-0.10904794145990246,-0.2051783640872945,0.08862763098301904
ATF3,0.4009248757086001,-0.7545649751854392,1.292735404848495,-0.5280029297752624,-1.1882979694692954,-0.5060768008095647,0.4090915728894599,-0.5560651261846588,-1.7152486128299638,1.548289010738662,0.7174018224311167,-2.825981328123925,0.8634266869124967,-1.0678293108102996,0.5033713019825178,0.8587580773135345,0.6735520924504889,-1.1110072305194836,1.583256153458134,0.6695098746035225,0.44004244022629135,-0.022708428907246114,0.4730844796417112,0.7346554623475269,-0.7336102894113977,1.5553645266615705,-3.062543057047949,-0.07458134318586589
ATF4,-1.5292246898275739,-1.0397928392575753,1.8874479856855975,-0.5627156258598807,-2.194069693047572,-0.6189241768927383,-1.1481091496852516,-1.5652357950089446,0.747139880022922,0.5721741057180206,0.21553331273916446,0.7510513400354516,-0.8060080491842063,1.4551160018112568,-0.8515440706977131,-1.5570425371179843,0.13330242632200512,1.6549549573193405,-1.0212552414207616,2.182618666380674,-0.9473621159866441,1.1475038874966712,-0.7850188021081176,-2.1073585113111006,-0.41715176978943563,1.1651561803147399,-0.2233657001874484,1.1850812610482304
ATF6,-1.4308186987795306,-0.12159628829594314,-1.4034436745620362,-2.8509748101734362,0.013050602051318161,-1.5409284960671235,-1.5477792592746284,-0.5512190258594477,-0.21539384717018925,1.7757611273324265,-1.9734318924038319,2.42883100836414,0.37752117814197617,-1.7500814074213347,-2.1069118636582096,-0.20335737941289694,-1.7440536953552266,3.8790801315086285,-0.6229814306479239,-0.6528559748257463,-1.5268878265059513,5.332424320655834,-1.0097059525714847,0.5109331648848194,0.80789488150331,0.14638469990788294,1.8177122338193423,1.5333253361684822
ATF7,0.7163570618652195,1.3315421453344696,-4.742131964574239,3.5509000046220027,3.444691405832478,2.0100877025135326,2.071440247052272,3.611517442479282,0.13455205825418248,-4.675962647446132,3.0268016312140973,-1.2208811126238508,1.105289733965466,-0.2717457431074672,-0.3292135981999202,0.46719658072895986,-1.2657918874669947,-1.4708079652445771,-3.5249431872776835,1.1045230594488884,4.545228346987379,-4.775916394394676,4.217980685088153,1.1440409140478698,1.8698396631309653,-5.074918638261408,4.377183166333431,1.6340558996921404
BACH1,-0.40048315958147646,0.693061346935437,-0.18469604542485502,-1.697861525303163,1.7370889143587387,2.881646283767296,0.4092905371607572,-0.12029321511901443,0.9524921178783773,-1.7016680972187797,-2.123007188221847,1.2752820871766164,0.4382090389152536,0.2571540702896588,1.6637599746053906,1.2006559429135182,1.008972116534568,2.5359543634950894,-1.0943078382370626,1.1937361296606868,-3.0174679295192863,-2.115515577207033,1.1645878906101708,-2.1320324313172585,0.7640702681783692,-3.9801904619373922,0.08310553698310104,1.9980830595253662
BACH2,-0.5801912397387123,3.1635543891224667,-1.299879154464713,3.8281247320479164,2.113682607389693,0.4266389302662952,0.13433625711631306,0.05151408587082666,1.301828376449526,-2.4670669142818715,0.10442012679492992,1.2284397548060357,1.150231299868754,0.6546852595243596,3.634185177998918,2.104632215683774,1.708595847055938,-0.42654250599264004,-3.3546618028401776,0.21434525776883018,-2.4109067847326817,-2.8690496271485593,2.2871489225576966,-1.8535449237669084,-1.1289871964928424,-3.347710938354684,1.2669520824896199,-1.8418969781268344
BATF,-0.7184691956495897,4.5987039502522125,-4.653188756354861,5.489633807058383,-0.2430506293025015,-3.923996824604467,-2.2803123598702224,-2.6151420310137192,4.626727617569248,-3.2673401524826136,1.7722029504097783,3.4938584288472474,0.2695486759530339,2.876115126388778,3.887421365471384,2.0900458858359596,1.9464633753840848,-2.8743515522947547,-3.5310827622232797,-1.4406248558454022,-1.9496796558376626,-0.4470453119319693,2.634301437983144,-0.8009045952069326,-1.9947964402968754,-1.6492424790150095,1.7606056449913896,-0.4875588883880444
BCL11A,1.500366107655828,3.1467936813173694,-3.3891600814478844,4.824392818146418,2.1725625166565603,0.8588415915512881,-0.7762042552405086,1.2247583846660535,0.9442974341892421,-3.069998414445675,0.5078254928122711,0.6494711811712038,-0.04419456876675376,2.4936167832937164,3.893041369329333,1.37430479893891,2.519236557361129,-3.4222405826204154,-3.620285452612925,-2.5002735040003943,0.26099025991309377,-2.9646052388713757,2.173874899738937,-1.1764889489431969,-0.5816801272159545,-4.04851103621244,2.89475439997981,-1.9376577981810175
BCL3,-0.9263167435198205,1.3850270483125147,2.4158547763878526,-2.3815578001154813,1.4740345517420732,1.163561096110396,1.5467292606160796,-3.4857370966847845,1.0731200830756078,-2.6534082820584937,-2.5519316178851437,0.38204278415751747,-3.8432342064709957,3.639463343840577,-0.13544299801800697,-0.385435019239642,1.8882060388275168,-0.5471475088816011,-0.14097207660400748,0.34412709830980714,-4.0534266239341115,5.292709687708955,1.4478242066136988,-6.117203423248053,-2.5170139154492994,-1.141368381650321,3.7731186451644785,1.5312775257263151
BCL6,-1.2543066539300796,-2.8246279217330788,-0.014073232057836945,-2.43496510140965,-2.877904671379522,1.4009375468148308,0.38640880020667806,0.9602933958511987,-2.904450079540171,3.089615992708568,-0.7639076627534066,-1.0086365279237484,1.042925292452429,-1.6589138448718528,-3.1323019587231817,-2.3499280925026342,-0.9665019174336015,1.8398982149986571,3.6390076577770247,-0.8225365485010144,1.288520453319721,-0.9113498496441007,-1.7476644270683122,3.841327026502807,2.256884964159263,4.084660590435526,-2.2836453116182662,1.1659748374813643
BHLHE22,1.2206317668624243,-2.6715317081965595,0.30639546123983596,-2.2292552363301446,-3.0293425867425405,3.4944489626465987,2.5945946722818567,-0.3246033708975984,-1.7297421395610744,3.5950030292571427,0.6385291118979167,-1.9811780739196028,-1.116060613135518,-2.7599935339019734,-4.33819265023984,-1.6037909485504436,-2.358448861647545,-0.026129370064221696,3.2343078765604716,1.2350493772468514,0.8490149225460331,1.523774518734792,-1.455146788167536,2.2317670165923427,0.5924489686290961,2.0066070021125673,-2.774461428031489,1.6180948951147693
BHLHE40,1.181868284158162,-0.6826109768015081,-0.8527181403613568,1.155240396150332,-1.5987812728014883,-0.9045979478122584,-1.8974857979388091,0.7147489034505554,-0.878828628236237,4.238760956226106,0.7554936719588727,-2.066624637123795,0.8538114222704904,-4.1150283028457135,-1.0812420626033876,0.8081525211777876,-1.2711757269520005,0.6572979823314444,1.7482662068544406,-0.5683481614122403,2.62199807134463,-0.5983872240674298,-2.521048010576405,3.557762778235367,0.8316930604190669,2.208819108234279,-3.1374687511557964,-0.8698138039211204
CDX2,-1.4907739019600494,0.6202718246136933,1.2078489021930603,-0.4668038953583539,1.7447374834252718,-1.1010841865656635,0.8735148693170997,-0.2878528290831594,1.0445023075021362,-0.15826440848198836,-1.890494449529019,2.1670505707259844,0.016566171550488742,0.7556954923280556,1.4965655666774635,0.819812110241987,1.5066020543290088,-0.46601080146500123,-0.926938941910996,0.5759097278281889,-0.5966967696474779,-2.125054929736152,1.2821910597414314,-0.9421761525420225,0.3932459900664244,-1.4991617060587377,-2.0417661115041787,-0.10208015509903101
CEBPA,0.7692704576247384,2.463772911041462,-2.175662946689557,-0.43024980090227843,-2.8053618630710595,-1.1291889722062494,-0.3624258180133873,0.010837831102544278,1.6917227778873543,-0.9441140284609493,0.9913575382982432,2.528952751176152,-0.4551001960195715,1.3565197487101468,-0.1612781027154705,1.238099034896165,-0.9290018322853356,-4.2848989840611695,0.6847521739212888,-1.4974880174483072,-1.8236483780804573,0.49085707076053653,0.23178003303185513,0.05391519285154193,1.3094290553059122,1.48697623228101,2.261149421028073,-1.2155211584800247
CEBPB,-1.2995236797427345,1.3591898487815643,-0.12553385936813954,-0.7898283990805606,-2.4508230582314567,-1.8228893387589749,-1.612427290877924,-0.7322499435243818,2.037359419349363,-0.01745306628574404,1.4441136488855306,0.5779751193665412,-2.263788260868633,1.0420965551938077,-0.018239857427325028,1.7475944773271168,-0.2440999526605947,-1.7356530368602923,-0.3157185151153581,-0.4564356579135989,-1.8811190875395103,2.486614574327385,0.5032934302481952,-1.2021967171079813,-0.22703082723319984,1.6385115722144812,0.9774800208479684,0.7045752690269633
CEBPD,-1.0783189302747413,1.7416682955458085,1.865639623979486,-0.49376877950741105,-2.5162535676873494,-0.9041740057509905,-0.1391402438620126,-1.8836964088933643,1.3416280654713368,-1.125022887873437,-1.0013734021863208,1.0133060543309618,-0.8228251278697748,1.4848099888569077,2.0563929517012958,1.3176501281630246,2.15542924413593,-1.6710647427986571,-0.24171645557627375,0.594177965462781,-3.1124219221843457,0.3143795427007586,0.693679167607626,-0.9399005636048048,-1.9628222382133766,0.22871722905132538,0.71030507382855,0.5804857979205987
CEBPG,-0.3151071877621452,0.23143425065511639,-3.0920120138692573,3.873447700605594,2.0863115687722256,-2.0092185482604505,-1.785291668211923,0.39178675244327577,2.3559984447159894,-0.5507452337423953,2.0643916285314723,1.3721733358029662,0.06616553835378741,0.3177230279800482,0.7883550715640326,0.2444424112699448,-1.7371484870400729,-0.22476530740341302,-2.6718515138025314,-0.15854009128457902,1.3008598485262854,-2.6395644114558503,1.0028604103829017,2.31747425968608,1.1827329618250277,-1.4976475869052677,0.2819403543165366,-0.010828835096082191
CLOCK,1.1736071894892175,1.6704311536649972,-2.0911019839693337,2.0070110312485387,4.410470453744929,-0.4684065677888324,0.9643737776157028,2.1946487958063954,0.42696064688723034,-3.7594467619717733,1.1173992770238064,-0.4487611854994644,1.358737332101107,2.4664522691813704,0.08863573716484908,-0.10632553415387433,-1.0069495069526802,-2.5668924052410294,-0.4910682357120709,-2.153637838441163,2.743972038414354,-2.4583411754446933,-0.2958950024799957,0.9502155701224952,1.9987661725584478,-2.04979402278245,3.2195428636339516,-3.1860784867812066
CREB1,-0.9337636150698243,2.728226093400321,0.7004751750009046,0.8473013153698817,1.179065610933389,-1.990135472651624,-0.8726692988980949,-1.744624971205013,3.0705863277972556,0.0919400114219253,0.0059159083673591805,2.8239419641554644,-1.8329946378190893,0.7198304449295898,2.4975242914181743,0.8319011407692378,0.4614723146352166,-0.7732642864836248,-2.793232562077039,1.0382627296435742,-1.597377614220468,-0.5314578717426333,1.1282256713052237,-1.1206351145893716,-2.386434781222521,-1.4368864162963624,-0.4324038334364408,-1.1400209180832799
CREB3,-0.8509740701214501,0.864430001132775,0.18157783534418775,-1.628094017367299,-1.9846186341813359,-2.5089178303135866,-0.11907236376605206,-3.108121861255688,1.177410301631318,1.170881742573714,-2.3960250354172934,1.868904565007756,-0.3076998570898996,0.15580048136382496,-1.0300917297106515,0.6589993533658474,0.6697604068218906,1.5054176755830915,0.8102313866461563,-1.8291166241086907,-4.362533122567523,3.8267449158430167,-1.2576694735751723,-1.9669681417799538,-0.3298938741282585,2.0273893622226673,0.20439058584299405,2.4095335814473255
CREB3L1,-0.8866384063223273,-0.7336977512444538,-0.04865446382488699,-1.1069369891212812,1.371080621899211,1.3094035990506274,-0.2818681211937487,-0.9723162242349089,0.6987374252472897,-0.0658651220889401,0.7134868100179067,0.24038103491491725,-0.662175603094647,-0.41946252483453245,0.22538877079294253,0.12996131851574988,0.3161245665573835,0.7651285297872192,-0.5132098457488615,-0.6986294380968584,-1.2714879451425407,1.7973666061944373,0.9041824297977468,-0.6719954064382624,-1.724617770916858,-0.25066216985959355,0.7883835449612262,-0.6706216229088818
CREM,-0.5486504525453119,2.257449481059242,-2.43069867854709,1.5272471055938146,2.158157882317454,-1.5157224520742114,-0.11830350457139789,1.3074190770562706,2.5574987620749945,-2.6486026050859333,-1.1085694215531572,1.0957432359766734,-0.7507414716741125,0.7709344378965042,0.3863585029047631,-0.32248665503478263,1.1113703213268493,-1.334248042824079,-2.8642819137104194,-0.3024364159595112,1.302216200626539,-1.4562374319979212,1.400088551344679,-0.806248452054912,0.9747264405100209,-2.615162484346462,4.971650366758351,0.8029494530688175
CTCF,-0.38988164977335427,-0.1842788850907555,-0.48602571614319745,-0.9423712693973612,-1.322836320474562,0.7593072424515959,1.1491764847270776,0.38707140184961725,-0.4486746083689834,-0.5934172491119949,1.210469794939602,0.8315460846525404,0.8899095166074507,0.8472626883527614,-0.4966619052605003,-1.3583412972849067,-0.23463092069288427,-0.5091068156428393,0.13805958636353133,-0.1690153960318762,-0.38514872246670767,-0.06185684504297301,0.5291301763366728,1.067415894764485,-0.13173118748163903,0.48993050827937507,0.5577610395572746,0.9859058099271834
CTCFL,0.5666005789948723,-1.5863833914260126,2.850490977988926,-3.4283143275802392,4.675194366775223,2.309102174467344,2.8594981631542766,0.0653034027704207,-0.04401713799379614,-3.4705316376939215,-0.9544015477431539,-1.709979822118455,0.21095416160343153,4.002884674475874,1.8753246799839056,-2.234030582311436,0.7644633449647458,-0.22150537501585377,-0.011569674033864719,-0.6916831015633985,-1.0933076714511694,0.21992144366967306,0.20508790298909244,-3.226264668288966,-1.1020713217353946,-1.9990103221373159,4.59058217081468,-1.3323449525824342
CUX1,-1.207935898214771,-0.0619565309549663,-2.385594820654769,-0.3342106938477102,2.657121868283678,0.8644532251992415,1.0032525459327994,1.742514640890529,0.5902109986625862,-2.445851173780226,-1.134728664604639,-0.0678434653422566,-0.6362653663100433,2.257399914742808,0.19892879449998008,-0.38513094396203384,-0.756760165216248,0.008956770179562345,-0.309643966535844,-0.5344500684524921,0.35522624390874086,0.962661762345562,0.7144684267346594,-0.7551738750912225,0.9714258181078796,-1.1371584010094835,2.9074507153281677,0.04288961231904846
DNMT3B,0.8979228869054691,-1.462145234243554,0.5556584219279329,-0.9596264873828264,1.1993083492975452,2.324126857866007,1.9779294161948782,1.9632012089731992,-1.8463011249223404,-2.8807347855130576,0.06180377454941621,-0.9990851118131747,0.30217710165290323,1.6981084492807943,-2.0719820727892158,-1.8222872444351348,-0.9861823538400961,-0.48772808371815973,3.223759854277864,-1.218067178454092,1.0313242361929604,-0.4366457696879963,-0.564248943486617,-0.010304207586304641,1.737450517057189,-0.5074290825653631,1.5987351913742671,-1.5100739366468576
DUX4,-0.37095173582484253,0.8298506588163731,-2.694890845433303,3.357228483386695,0.08023575086874898,-1.1590724372060033,-1.5310656763535,2.6576899309551982,1.8855683086455872,0.07956509538141096,2.1493858457295323,-0.43527698667777953,-0.45408525339795425,-2.29219873588961,0.07205877634657296,1.9784508974530695,0.05534830456309338,-0.5549305379195396,-2.3985544127750464,1.7596004464500925,1.5252126089034148,-4.5721385727810135,2.8361911153208896,1.2276827387115266,0.7591318845828549,-2.898652526228071,0.6942421734122133,-0.02832771509150918
E2F1,1.186009717788777,7.9645467449951735,-3.293186774690303,0.7626073485476116,-1.2975446059976103,-4.642105532493807,1.1287599172725191,0.8649675809150847,2.9863539808447634,-1.9672297323272903,-1.3776665777290704,3.937340416871003,3.659721712968467,2.579655253374232,2.6404085572369747,8.042460563828707,4.077947949645736,-3.133736242702375,-4.880175370479962,-4.030929363685487,-4.631026643927621,-4.318574818640488,0.7224894295705235,0.6996104359591081,-1.3227189894770064,-4.074620613457719,-0.6617453485975696,0.7821173977188198
E2F2,0.6438219720492068,5.595617107965309,-0.4412513858878497,-0.3203979017563353,-2.2236432948813896,-2.357350098056451,3.336601316399269,0.13288610742290094,1.5953092179879187,-1.686102783290236,-0.4989436292886046,2.5009854562931166,3.701305154739349,3.292236647758032,-0.3937411888941446,5.952964747098196,1.7229796666386246,-2.781964024450568,-1.346926641174664,-4.516375320724146,-3.0433889239413134,-1.6163548866091477,-2.0140887244062684,-0.08479701249530536,-2.141243985006838,-1.1777396558518332,-1.7510608269179246,0.9103232636564744
E2F3,-0.5490657282256018,3.751467006067083,0.6859277894164104,-1.1701343130829231,-2.238023017423765,-2.176428357368581,2.1111997162315435,-0.09708093337099313,1.8027605666686246,-1.2586012218669222,-0.8803732269959441,2.3040754353161192,1.9885811621098057,2.08420603405937,0.8982122066285066,4.548141125952296,2.0843354232276905,-2.0056797013929915,-1.7707245302178918,-2.1183841056200703,-3.6631990298417354,-1.0189198376547037,0.17321441527526665,-0.1866678495896259,-2.018290843842454,-1.5107365510686195,-0.8285374365787563,0.7472202996951608
E2F4,3.176048463136849,7.8207499710674675,-2.1713416435685997,-1.823640345373856,-4.671265049444411,-3.605425313254304,2.88709278336558,-0.9157355885418258,0.9141852997311003,2.0694709999899628,0.7045443530289436,2.1101306016341366,6.074638749034054,3.0288226398271085,-2.8804331301777526,8.55350989345706,0.6492654680053895,-2.0055828937334734,-1.465515886461038,-6.443507344060843,-5.301141422345081,-1.2813692077040537,-4.089590413061127,0.684096440520103,-1.1446930381225195,-1.3955297526130357,-1.1589526977835485,1.0959681349348234
E2F5,0.876690306193538,-0.2967256306975559,1.0358044309411418,-0.6891573187945329,-0.6477576088101136,-0.20355892087040553,0.4005990927144061,-0.2359459451141669,2.0521054488262624,0.9435810649186063,-1.813099039089139,-0.42487068995822797,-0.11062642899231855,0.2015710130656908,-1.0362800978341145,0.00858013853382051,0.829190430977106,-0.6395267294406362,-0.31537963758380116,-1.4784954912566581,-2.0675803233514296,1.6493058743826379,-1.519808506851424,0.041800979476875444,-0.47856684188269977,-0.03991483180218471,1.9476867774629663,-0.5433603903599391
E2F6,-0.4782778876390506,0.033072303011831956,0.924378150634581,2.7268554997170833,-3.5905578102403006,-0.1834932375033975,-0.6280233339176023,-1.5280045140044485,-0.31198775763165765,2.7433006501613635,0.23776683491342407,-0.017549553747134378,-1.1920569170526334,-2.805735550645121,0.28117085916297085,0.2509042935796046,0.018781094051762093,2.326219307895092,1.3183657708631773,0.22287443541340737,0.7200342057522042,0.19484634062857645,-1.6124646815824724,-0.9001863917542479,-0.7633689241596909,1.355192764786105,-2.4740440491258164,-0.8635550412116036
E2F7,-0.24460423338669912,1.3457170836614334,0.9334321259192027,-0.5423445368372684,1.5623837730025765,-0.5476565388491728,0.9611639299134253,1.35316036777438,1.5785960662923573,-0.3601628986321637,0.7817905890659351,0.4433427118262154,1.3973542997498152,2.363388531210521,1.5916292115152337,1.4813352079027682,1.3690071900964182,-1.2274623379522664,-1.4987273470811644,-1.3327998128237737,-2.7433900989066933,-3.1343139486528058,-0.39890194450079797,0.2993861080707867,-0.5794183969619058,-1.3297288100831408,-0.7664425150718681,-1.234051662598672
EBF1,-1.0278509078761668,3.056343701936568,-1.7284975747397768,4.865301267971291,4.057007113390961,-0.7140203251391302,-0.41352733916632206,0.42819006969324164,3.3775227364852407,-4.315899315545884,0.5640784064085276,0.5361530156076237,0.47786575971920064,4.416853590545532,3.2090246690843927,0.5258247399889747,2.465566378607193,-2.8659515174884884,-3.585598501626416,-2.9172251663985604,-0.9635973976344637,-5.02141991430435,3.2888909601726017,-1.1832450359312467,0.7099949551074115,-2.8246013085258754,3.600969586830735,-3.2516677526154667
EGR1,-2.110879788628786,2.1655598634777666,1.631542777596505,-1.4413570521487655,1.4586847482494725,-3.0957870187180676,-0.882365064288173,-1.9039197909241712,3.631875198447246,-2.0861751349770707,-1.2134468269789458,1.6948476727591804,-0.349669029363097,3.0497108474211845,3.302945098215983,1.3307841986988282,2.351558419983027,0.35266888930165174,-2.8562065735626585,0.4173633329607222,-3.2457687899437655,0.39485930072576203,2.6072148597947162,-3.189002354335477,-1.308259061058617,0.2330842530646478,0.453230400623697,-1.8429221975854169
EHF,-1.294916760536132,-0.3510937955205257,-1.9850016084976696,-0.2745952228563588,2.5668905213180016,-0.2440291972623674,0.4899927431116293,0.402093454046238,1.1097119638982746,-1.89575169845361,1.2123556980183945,-1.7353662855161527,0.21590222333732442,-0.9164727474734882,-0.6699762916581632,0.7155264565133967,0.08271602997190654,-0.1479172006388886,-1.1153324716994413,2.055547369904017,1.602312565979891,0.3453246948400146,2.6461908528758866,0.9481592238930646,0.9195134835883986,-1.9580569629627653,1.5642732130539532,1.4682192911975438
ELF1,0.868792819831933,2.4186017582781543,-3.5786169646460464,1.4395421194986051,2.8152014814846225,1.3967116089679803,0.36213776979178103,3.103057892917784,1.4256616188927,-2.024947666972626,1.28418083711482,0.34748605366529656,0.5305519123988792,3.292068622274027,1.476965705312441,1.3482695665910296,-1.0932613153925184,-1.390321973283114,-4.121074491764745,1.68797232109615,0.31460884888651697,-2.9910455895979844,1.971348949081167,-0.8935103057127507,-0.252676509554814,-3.849791562829935,1.918816583189036,0.619924264227919
ELF3,-1.502242829529516,0.5206362048729611,-1.3514026919083508,1.1534759230934435,4.04870901743087,0.022860233888036173,0.22442061265025606,1.1954806242661287,3.4562105742592113,-1.146864952936446,-1.2217775513636857,-1.680744415127886,-1.3220889046635314,-0.8167869435517218,1.2375477617303017,0.8182547169637138,2.8681812111932814,0.24301314967373033,-2.407302814847873,0.29268114676667273,-0.9687378608227148,-1.576379564645147,3.0679278203472427,-0.3576722247852007,1.0403688200461703,-3.735170104596774,1.8688369303750623,-1.6564467639730098
ELF5,0.7940469131143493,-1.4892353881313272,-0.6677820032971632,0.12974635885722532,-0.5366973923388221,1.1395787489809333,0.9535366552090222,-0.17015487526043774,0.24387154169997385,1.0417265514697645,1.2079712347196423,-0.0802881128452495,-0.10836306897479778,-0.3447731230778646,-0.9065355627185149,1.6908018242411884,0.23161552008608627,1.4224591334231516,-0.4446058523092392,1.3747321140394353,-1.659677370637748,-2.329141439122821,1.0169432041661892,0.4048355996320967,-0.64611570588834,-2.052514169443151,1.113251441002141,1.4823927815784796
ELK1,-0.22721145554494124,-0.8362058128186083,1.5544677425109132,0.11347093103371753,1.7515817577234034,-1.3239027395520497,0.6487339971861296,0.27775488159197853,-1.326383477386158,-0.24409926137205523,2.6196844859002675,-0.10778462052055465,0.48689919914581126,1.1559982211538067,0.4039134077676124,0.25935666888226766,-0.9354214408279358,0.17137292602590024,-0.06308177866849043,0.5897621262710154,0.219101144176509,-0.33612984392050116,0.6093709652436577,-2.8937685009093044,-0.6366725730788798,-0.13110583635067616,-0.8650403281281688,-1.9366780048861165
