tf,CK0562_CS_Bminus_ni_2_S1,CK0563_CS_Bminus_ni_3_S2,CK0564_CS_Bminus_inf_1_S3,CK0565_CS_Bminus_inf_2_S4,CK0566_CS_Bminus_inf_3_S5,CK0567_CS_Bplus_inf_1_S6,CK0568_CS_Bplus_inf_2_S7,CK0569_CS_Bplus_inf_3_S8,CK0570_CS_Ctrl_ni_1_S9,CK0571_CS_Ctrl_ni_2_S10,CK0572_CS_Ctrl_inf_1_S11,CK0573_CS_Ctrl_inf_2_S12
AHR,-2.9226108931818815,-0.5498346700042681,-0.4773453140875733,2.4787875977998834,-2.7821593826385462,1.2324906373889064,0.15810185215230316,1.0758668063810657,1.335571388211579,-4.800996420284436,1.7523630880199084,3.628376697537914
AR,1.5808770059120807,-3.413021834855718,0.24416633951244215,4.985539657223778,-2.7686969694183974,-0.3792762546231725,-4.432353577776192,-0.6714049929734328,-0.07078299409124164,0.2772641134283978,2.0049264601732473,0.9612661608225205
ARID1A,-2.5214454756555322,-0.2760441557143771,2.0255700215055845,3.663219347452019,-1.93416017622065,1.2340715942254794,0.19742333518654645,1.9321558010522613,1.2377471540403595,-5.148360440213582,-1.1530067581886712,0.5270371407008373
ARID1B,-1.628569907600516,0.6186507412763115,1.7244521404261335,2.996812330696119,-4.090575016497337,1.826547184441285,0.9555738827453272,2.0823188810046855,0.8376138723108321,-5.3930756982549735,-0.8116164048206377,0.32613875359337313
ARID2,-0.5811349235177076,1.017712048556775,1.0135456219460053,3.422978279843883,-5.321251813795154,1.8937191431588563,0.5379625708210526,0.7518689977579069,0.8291723639656068,-3.3639657055347136,-1.2304279029052376,0.36583017903174575
ARID3A,-1.86152741596675,1.5104327632039207,1.9789662672270685,1.9182976468676411,-0.7981058215885387,-0.22791758767663178,-1.250079643552079,0.04901681036182966,1.0869318541992858,-3.5505185349448762,0.64887289476135,0.5400242261524086
ARNT,-2.738547048788258,-1.3644963522815485,-0.1494704192173692,2.716358736015257,-4.531959572841125,1.69882844404168,0.5351215440015087,1.7862126701774805,2.916027343243545,-4.27968501398727,0.24993383345309622,3.6086350426564957
ARNTL,-1.1226039075674736,-0.30988298975602435,2.6144982758728275,1.2073451290968011,-0.21805608839045426,0.39437077198442294,-0.6510910963030594,-1.0186176035539058,0.30670049330639926,-1.5480235728523355,0.7766711980617936,-0.8617533611013117
ASCL1,-3.4834654814277175,0.37260465498836487,0.7068785411335136,-0.06595560630850936,-1.8001969903374433,0.537523608164206,0.3790721009609979,2.9129967780309998,2.3706819020077674,-5.012929673665522,1.1576743425954874,2.706549469284805
ATF1,-1.6670921213444372,0.4311555644371365,-2.355588944593737,-0.3062518361976291,-0.7191300088578151,-0.0473954724872613,-1.7904548084608032,0.7850455542741452,1.4468173557664241,1.6590714183729263,1.8201449127084735,1.4943059839377646
