sample,sims
COVID-/PCR-,-0.912496026246736
Ctrl_ni,-0.7869239951573687
COVID+/PCR-,-0.7157615098007762
Bminus_ni,-0.5324465676328448
Ctrl_inf,0.24454082114601997
Bminus_inf,0.5790024335309646
Bplus_inf,0.6076543922360345
COVID+/PCR+,1
