sample,sims
COVID-/PCR-,-0.912496026246736
COVID+/PCR-,-0.7157615098007762
HEV+/early,-0.475198048028016
HCV-,-0.34161457070915313
HEV-/early,-0.18208148217591053
HEV+/late,0.31853189371971774
HEV-/late,0.32060035973679685
HCV+/high,0.40615422133534723
HCV+/low,0.5406929501283544
COVID+/PCR+,1
