tf,GSM4023557,GSM4023558,GSM4023559,GSM4023560,GSM4023561,GSM4023562,GSM4023569,GSM4023570,GSM4023571,GSM4023572,GSM4023573,GSM4023574
AHR,0.7638486111078553,0.6110342458222686,-0.726698497887574,1.1818238003952253,-2.2120324789629935,-0.7562457185199922,1.6104743854878902,0.5976213183384922,-1.0433141555101533,2.660978500595709,-0.9266376566029473,-0.7004393532498248
AR,1.135992025708082,0.006101999655360806,1.2791663827318753,0.25561916051038175,2.1476870277434346,-0.744018539549107,-0.6958841502790751,-1.3522369758976986,0.029985958438386785,-0.7421140555374207,0.3234366800213306,-1.49663802194125
ARID1A,-1.9286910931592214,-1.6029741085790867,-2.3332680187241457,-2.7556540334651154,-0.5634900794188717,1.302689298474951,-0.9605147921841821,1.0468463103197452,0.836880109592093,0.22508709560185938,1.2770437614700298,3.586187865596024
ARID1B,-1.5539699151412167,-0.9800538816241233,-1.20567196621051,-0.5538742573668245,-1.3241177843006544,3.1972513367474398,-1.0285350513705118,-0.6217115928688752,-2.3586973064218886,-1.1017359320688342,0.7619932636388228,4.910841670198131
ARID2,0.12457276902508004,-0.9659326869717016,-0.5848456159788509,-2.4764006536901255,-2.720541251676563,2.5020444554707555,1.3861632456818975,-0.7253771461808824,-1.3816455166549828,-0.5860872588601524,0.30079056328725273,3.764175006672753
ARID3A,-0.9922987005609235,-1.133915782366957,-0.5131287378888438,1.2660809611059365,-1.520259271432309,1.8285110278952865,0.68819521847675,-0.8517364860961145,-0.6766931425343035,-0.34923537712292874,-1.652990880282155,2.3057030754351
ARNT,-2.1696796382486188,0.4454205363188257,-0.885074986006982,0.5789946523634218,-2.2100142348172347,-0.032097882577720706,-1.152646080525378,-0.9075881644270815,-0.3561749649932115,1.1565696507762104,1.6922527821415472,3.305150064361233
ARNTL,0.8013005146580987,0.9550627667946876,-1.1323173831277087,0.9319093812166306,-2.3362379277563603,0.4388970953946793,0.871023699020585,2.065032102337912,-0.7879367688751208,-0.7133465464362257,-2.8085035977495916,1.6972009079827517
ASCL1,-0.09503148280305403,-2.490754733609497,-2.0392467604287146,0.3849795985173529,0.32996607998424116,0.23660163549218788,1.7300037272333768,-0.4017811115076021,0.9338085957548253,0.9248765602728292,-0.06962145970247208,0.055830728926012076
ATF1,2.19171024606986,0.5544095903909028,2.5477768623046115,3.246765202424603,-1.1407674936306098,-3.54599526847539,0.7266294047327306,2.280947863650463,0.7841315338553915,2.9002268599516894,-1.4994878368427567,-3.798240432900407
ATF2,1.4277511816100508,0.4898613416600073,-0.2897075147917508,0.9072671206615736,0.6349576693599929,1.1952676363838035,1.4096954669116168,0.042380220346287155,-1.0857842926915597,-1.4665013607647839,-2.6835574862519658,-0.2959808774976616
ATF3,0.40756267909410215,1.020442842666961,3.0658757308400424,1.4813495855247547,0.13113742575795984,0.4400526223962517,-0.9575721957496351,-2.1994655615239878,0.08932253521951294,-0.49513945564007034,-1.0378431415857543,-0.44040967312381213
ATF4,-2.3117387656150674,0.18932514354409732,0.06136877561289978,1.9543526338631685,0.73134938179089,1.6552596021777988,-0.39222244408491375,-1.253714373934974,-1.7890407399945794,-1.7214268816825762,0.10231990933289992,1.5636118221149675
ATF6,0.7257948417221514,-0.39093743882007764,0.6877444237839123,2.0398745350545293,-1.8128275556939957,-1.3341101977763337,1.0750200593644292,0.5708388135351421,-0.0271794502319895,-0.41122101253280774,1.1712057122800676,-0.9068409128545974
ATF7,-3.477442263120665,-2.156341312000495,-1.543048966916806,-0.009775124945904606,0.19755901984905322,2.6384061458798382,-3.403689410367417,-1.5080076614262192,-1.828425582359604,0.9556420977084279,1.7769409257809536,4.315896390345488
BACH1,-0.16139740328573265,-1.4170013187712118,-2.6747079740881747,-3.448733783730335,-0.05626311707063819,1.954978069559175,1.1572075491974119,1.7240922120693147,-0.7727603552597899,-1.5496153652187297,1.3421427835285886,2.383176487814133
BACH2,0.7682270082505878,0.49642766329044263,-0.6192763500140964,0.6830990123842532,-2.18178747468621,-1.1040481539766782,2.091114323200666,0.9617114934312124,0.9029588012107395,0.38909684917208726,-0.6802938874121987,0.3029796537255013
BATF,1.1846016817459077,3.188022241589761,1.1532164743524251,2.1539058166911187,-2.7766334367849055,-2.635989881838358,2.3376275431812386,2.7836076401373124,0.8598909097051222,1.33770461709518,-3.0632612775554717,-3.473771521640675
