gene,GSM4023557,GSM4023558,GSM4023559,GSM4023560,GSM4023561,GSM4023562,GSM4023569,GSM4023570,GSM4023571,GSM4023572,GSM4023573,GSM4023574
ABHD17B,3.40015454042027,3.38109189656842,3.47655858935863,3.46659549961728,3.30917677101885,3.62363968554776,3.48379760952172,3.48062645206647,3.53138662083229,3.42790286713967,3.61686010230772,3.84107536218252
ABHD17C,3.11213825110697,3.00534228559627,3.17304877803408,2.87974359142743,3.27269378546295,4.17334225852884,3.13251251092097,3.15425937321702,3.23345437828134,3.14874941804643,3.55742360536291,4.18493897675842
ABHD18,3.0385888081014,3.18242838817055,3.28223378763528,3.12048957387471,3.22348862740724,3.66236564814718,2.9836154586652,3.1031673369739,3.12301513668651,3.07506775416263,3.31949293331965,3.74075608093425
ABHD2,7.74172334135001,7.45691058496933,7.63395089548749,7.46062375854102,7.8938841598554,8.11873113867732,7.73283283960332,7.65816510877772,7.47422588093534,7.42180029722726,8.07256190158614,8.12901014341659
ABHD3,4.80751072238016,4.54426141072387,4.62005353658557,4.64956908126501,5.10569006904052,5.68046371925324,4.70533519656724,4.62197032323998,4.62612927658607,4.69513939412784,5.46094683259691,5.77125530717031
ABHD4,4.26573040187379,4.45971968731404,4.57623284839929,4.4423032753562,4.58243152393304,6.03383195713306,4.72835192428974,4.69800890885942,4.58638778661703,4.49289631089843,5.28758964577516,6.29267751511437
ABHD5,4.00815884455133,3.99004818528938,3.71361374605529,3.59829113371734,3.71519569889319,5.04288965744291,4.24992395199096,3.89751481264491,3.81492836616459,3.73870425540724,4.13656258444481,4.9562075445987
ABHD6,4.61159394136805,4.67795684831161,4.63492316220494,4.87301201882791,5.2794622409403,5.86364264351168,4.53394378012008,4.69597134748484,4.80303057577069,4.85259577863019,5.36001227105605,5.82281839377206
ABHD8,4.56034736005669,4.68390693921646,4.5891792034234,4.64079026294742,4.95599278292172,5.44795741103266,4.78302946037619,4.79328529432228,4.80908557631549,4.88001496178873,5.2112194331783,5.61142689908685
ABI1,5.29535536257435,5.44619659479135,5.34452787095737,5.19555773554141,5.20318187556324,6.2758374098109,5.42068679962491,5.60282210050589,5.44678802469206,5.49628036168622,5.75710010825857,6.35180093954352
ABI2,2.06731338457427,2.04949376857914,2.05742906813686,2.12935203026363,2.18169135148943,2.34452080748323,2.21124380908483,2.13907448250458,2.17307653926019,2.33493346619697,2.36238634608262,2.39721342311011
ABI3,2.18687955585495,2.44770879364342,2.20427042970872,2.7764315055784,2.12447761961546,1.58496250072116,2.32513912247395,2.39303494473487,2.44413600231953,2.67394798001699,1.76502631669419,1.58496250072116
ABI3BP,1.74164576997016,1.76987775080525,1.77518539224299,1.71327491913334,1.68937875430843,1.84330732248991,1.75899728475193,1.76058653783648,1.7173082866719,1.74939736707027,1.72879611819184,1.92551896994044
ABL1,5.2117372665582,5.07595891294671,4.81937102738433,4.73006907880886,5.27314370325272,5.3974580021823,5.48983616304793,5.40926735383759,5.25706149669226,5.20304649693799,5.45344617617294,5.45372163040947
ABL2,2.96044451877674,2.87925330853459,2.84266624091068,2.86863580971337,2.82911409434146,3.27173954010285,3.20331372192593,3.09726037832397,2.88430150716015,3.04490578092835,3.07989853220817,3.46173018651806
ABLIM1,6.33179138185862,6.17730817365064,6.24392649888624,5.98354664333396,6.49956917075516,6.61686747223591,6.09007585114345,6.22088707184377,6.24526338220337,6.43686406312074,7.129117690004,6.77043305023255
ABLIM2,1.95775208497911,1.8936210417137,1.91888327858751,2.00318287642644,2.1705459332991,2.708764009268,2.34863558692801,2.01465900534188,1.91635289311924,2.14392379480162,2.60034767335284,3.14961121220589
ABLIM3,7.03835579306799,6.49631533986302,6.79086408701284,6.79076844229064,7.91835173680529,8.58361989810823,7.11985548741082,6.66837969942288,6.86564631467735,6.84568699467612,8.08058730845956,8.55117893104358
ABO,1.58496250072116,1.58496250072116,1.58496250072116,1.58496250072116,1.58496250072116,1.58496250072116,1.58496250072116,1.58496250072116,1.58496250072116,1.58496250072116,1.58496250072116,1.58496250072116
ABR,2.38393517602983,2.46594815031602,2.31450160290989,2.5564695581841,2.1077787700626,2.23623465663153,2.5557347643028,2.50351730380207,2.36260709008507,2.62625497339068,2.24135662944128,2.28613023122184
ABRA,1.58496250072116,1.58496250072116,1.58496250072116,1.58496250072116,1.58496250072116,1.58496250072116,1.58496250072116,1.58496250072116,1.58496250072116,1.58496250072116,1.58496250072116,1.58496250072116
ABRACL,6.34458141328675,6.09237435231529,6.2021426427803,6.15619496946865,7.73535280550174,6.89487354905347,6.27762122652351,6.36239011230321,6.45886089948954,6.71341144278721,7.75609226531685,6.62278093041221
ABRAXAS1,2.20471946722409,2.3093893703241,2.36833430560602,2.20066361182938,2.37176175951234,2.92250793435956,2.20371982776026,2.35396972541783,2.36245830357496,2.52918764946718,2.71104976041647,3.0327618551288
ABRAXAS2,4.70249248967022,4.74330561033999,4.62787179204424,4.31641385168944,4.51289037575302,4.95630546789743,4.82739951486017,4.74482848865169,4.6348980091111,4.5521010308665,4.741380532875,4.95972475338482
ABT1,4.52808189738453,4.48982104043453,4.3283424033654,4.12647437165986,4.38933386357901,4.60991434483462,4.58594539462152,4.62310527940743,4.69548562838703,4.39545745817997,4.42076784049066,4.55632327299823
ABTB1,3.00535296492755,3.39381461738371,3.43917773835709,3.54173431651249,3.18330942450208,4.31993694802343,3.09165350336973,2.98439708534109,3.10706202106454,3.42852525927207,3.66990885020292,4.49319437634963
ABTB2,5.40298201100873,5.11240029509967,4.6552053800189,4.48488927373978,5.10154788568723,4.88876513010384,4.96076367232379,4.97304989019372,4.98024119293281,4.78981789795426,4.95209700076726,4.76514219604923
ACAA1,7.29795803240961,7.20244759357347,7.32765163660699,7.35431210523248,8.42260157145739,7.88047318659719,7.18825654896496,7.38686204405936,7.33259750454791,7.40619100158195,8.06390862084233,7.95316964474473
ACAA2,7.0759604530747,7.1036347688852,7.18194511376159,7.37144140907925,8.32806650969429,8.49754057451385,7.04890873700272,7.16995219006858,7.29014210775008,7.57935270079373,8.43516407181413,8.50172561553297
ACACA,4.17755503361894,4.03363907199051,3.96073017252344,3.90601839846608,4.99868274783414,5.03694073372914,4.42656371990167,4.49928982114216,4.42240214220561,4.48909572394413,5.30305392433925,5.13688232569772
ACACB,5.20735125377147,4.84159840400632,4.98196201900162,5.08557706128065,5.85526297945615,6.31219389678112,5.17096573786647,5.13650896465994,4.97570740490193,4.86292380076884,5.57035477270288,6.2390714721634
ACAD10,3.60239177370068,3.53900327839967,3.55426986558017,3.50434395907633,3.7602044607227,4.56895974835507,3.63010705631475,3.58296450881019,3.56948221458113,3.4905903278942,4.02936958072135,4.68976685193054
ACAD11,5.76036999975624,5.48279412987114,5.43659803054961,5.3559989168201,6.06679447422029,7.39303050044804,5.56772168314502,5.54584509881061,5.27897313440232,5.2028157610111,5.97218198097951,7.32547262370369
ACAD8,4.65073864417583,4.61488315051979,4.61631845690484,4.47982484160525,4.9716339806536,4.81066482347675,4.74687030872006,4.53743006152735,4.76065425070064,4.70431469530276,4.86804370555809,4.86307127994206
ACAD9,5.12181445838333,4.9737048964014,4.92720010612009,4.84309776022743,5.48509232367871,5.35961871116939,5.17372270947007,5.31549030675913,5.15944464778604,5.09905164271994,5.67567103454122,5.47016908371166
ACADL,4.7242110482419,4.6110669733188,4.88272814328027,4.49253582863366,5.52233294122345,5.45531540520362,4.70213464733957,4.71376193441708,4.92537859110112,5.0122724604142,5.87031089852779,5.57658680271579
ACADM,5.18239306002611,5.22356334559008,5.38335991820517,5.49663845122598,5.64111109364033,6.09720663854462,5.10762421366926,5.11819024158665,5.31002079850236,5.43578322562961,5.74446442507466,6.1270725606069
ACADS,6.03474388310072,6.00906323234105,6.13070800360698,6.33919486042971,7.10565993554465,6.83424340587571,5.90962521363935,6.00318128065271,6.00580381465731,6.04641292406684,6.76984668701556,6.9328567450152
ACADSB,5.26241907917585,5.13410906478273,5.33764944915781,5.2738728761211,5.64093344020543,5.48133612528969,5.12903547445826,4.98533591654398,4.91525171239428,4.78156670388311,5.31974732970356,5.61012325450158
ACADVL,8.26109887558427,8.18458944302391,8.17489511333592,8.45449851851209,8.9211049418702,9.29843298383558,8.2030484797936,8.11169340241949,8.0483699347958,8.25666480383499,8.607600957743,9.2504225006717
ACAN,1.61974783335178,1.59568377341101,1.62706275664454,1.60141681777853,1.61623870908679,1.59857645906112,1.6813500992134,1.63233277628687,1.63328624577162,1.6693554767928,1.62800774178366,1.58496250072116
ACAP1,1.74826294984217,1.75564415037665,1.90606868922932,1.73374898864263,1.71226516014502,1.58496250072116,1.69135788357045,1.68291331838432,1.67408705288046,1.81577815487217,1.78742739208915,1.62331202414017
ACAP2,3.80545354034014,3.82112775453687,3.62354401798942,3.65909810822338,3.58240269232313,4.76014603591961,3.86382270898028,3.92207322289236,3.84265340004619,3.76241222724658,4.07070238928307,5.04626135914837
ACAP3,4.64872504311723,4.72418179238661,4.7425987942428796,4.62696304988979,5.41439633465241,5.84644035431191,4.76652628622147,5.00245004318966,5.08265358953738,4.96658557635363,5.59124740410184,5.72925285458939
ACAT1,6.48075628805056,6.39184671140342,6.50195952293701,6.64176830356742,6.99675636618206,7.23861344942604,6.41313809875415,6.41764542586349,6.45758136180995,6.72586139081539,7.30905268740525,7.34486668471496
ACAT2,6.4527064174507,6.34626474895158,6.36174553236644,6.66221180415734,6.85955767339477,7.20240375086233,6.3397746430483,6.39385309271843,6.38805935508345,6.15439933164016,6.87541230853927,6.52053370246012
ACBD3,5.24834387018208,5.38264132045592,5.26475478004186,5.30354672951916,5.20412305025607,5.81631461765328,5.3182179643318,5.23819328110233,5.33290266265961,5.32782123539086,5.50192708981156,6.10622302796991
ACBD4,4.13357229913652,4.06862232022505,4.30681584834766,4.44020925887943,5.73496000390558,5.67554246272158,4.38542669529617,4.43533137307278,4.51809718948776,4.56818412081283,5.1684842475869,5.81059823624758
ACBD5,5.01262165246653,5.41922355289395,5.29697427000175,5.03885335214366,5.12215797596604,5.70461957467181,4.67962143162811,4.88955300835142,4.96340463887623,5.07498829882269,5.16914882909018,5.9684066917089
