gene,GSM4023557,GSM4023558,GSM4023559,GSM4023560,GSM4023561,GSM4023562,GSM4023569,GSM4023570,GSM4023571,GSM4023572,GSM4023573,GSM4023574
CORO2B,1.84487749722713,1.76221720264042,1.73524204856357,1.7631309363618,1.86121409086592,1.65690211672068,1.84330592680105,1.95513751647242,1.81576202349681,1.81268046097553,1.81239363878225,1.59735659787207
CORO6,1.58496250072116,1.62428621874771,1.58496250072116,1.65962597322707,1.72820185177793,1.75973038538709,1.6606798550798,1.71291289112028,1.58496250072116,1.60180880773748,1.8030516937288,1.68408625619363
CORO7,2.88910203320362,2.71606891391695,2.68276351266533,2.51765568567639,2.83220786519805,3.61667346135986,2.92942730484297,2.92170764223895,2.85351497059107,2.82572308234887,3.09538340257301,4.04897092773187
CORO7-PAM16,1.58496250072116,1.83555286212536,1.58496250072116,2.01624436707928,1.58496250072116,1.77764145715156,1.99510617198241,1.68357097735922,1.58496250072116,1.82275008130498,1.79360353857606,1.88957527857698
CORT,1.74382525762901,1.68413448378675,1.63502700788393,1.58496250072116,1.58496250072116,1.66943357065357,1.72779965213819,1.695471158542,1.63613390246733,1.58496250072116,1.6943870977359,1.58496250072116
COTL1,4.47283569225312,4.60652422068728,4.28503147024916,4.98198947024203,3.79147193326849,2.4048452571998302,4.66115404309929,4.64575349261656,4.56194359217599,4.93519151095457,4.11978144157279,3.0487164995926
COX10,3.9793347309733,4.13449846776634,3.95689530438174,3.67413526180357,4.18285537943563,4.79756188265969,3.93980777100561,4.15067227722596,4.06164514286667,3.90620496528844,4.28583286145084,5.06904681017261
COX11,4.96192026460222,4.92682313012775,5.12862244195074,4.73413167336118,5.09264040612437,5.2867734853439,5.00765249595266,5.16666247787562,5.17805039421016,5.20303464347162,5.31334970018023,5.1833145132141
COX14,5.56986654110544,5.6944630955164,5.54288868993873,5.79794369933805,5.9536458287871,6.25985121074098,5.54970433139114,5.52383762970857,5.77880213567278,5.89657182055712,6.08343340903202,6.31949533484206
COX15,4.91573207101203,4.87659980081654,4.90485100854702,4.68873538338523,5.15142090369357,5.48325775999677,4.94118859222795,5.00920328528875,5.00988295699298,5.07773472998074,5.36486955583256,5.63554417373149
COX16,5.45360463406223,5.53611939163935,5.27866495216545,5.25268200308789,5.24679989592302,5.0549074483937,5.36222278699068,5.28626051147676,5.54337435753064,5.63536073080363,5.44981111442833,4.98469371040432
COX17,5.1419739490472,5.21382515714543,5.22416287201322,5.14641926950661,5.42036432456807,5.42173109664432,5.2157459393535,5.35550214569569,5.16495819336772,5.33877812539629,5.23204651160541,5.15410931435606
COX18,3.46499212665097,3.45123186249843,3.51561398964198,3.40487991346008,3.54141115089984,3.74203329488289,3.38513338182989,3.54151453581819,3.61912224058936,3.55312108959924,3.79848513438966,3.84808264849284
COX19,3.18584096359656,3.16046730344165,2.89067196210774,2.79836674277753,2.99016886879173,3.94553299505591,3.47820085374416,3.2321132759765,2.92911763869317,2.87841217450631,3.21068041446903,3.95601435102549
COX20,5.37229786982741,5.36350246899459,5.43198977629244,5.02489550342873,5.09780286844615,5.37819878229797,5.55753067821594,5.45051834103626,5.59660710524848,5.32141444940293,5.37136351347898,5.21811854044749
COX4I1,7.89760840039022,7.99155625344554,7.86599882832839,7.96879028796973,8.29942284506946,8.17178158258544,7.83161228873389,7.86754271569126,8.01840463794344,8.05569853492303,8.2964911630746,8.23998565988792
COX4I2,1.58496250072116,1.58496250072116,1.58496250072116,1.58496250072116,1.58496250072116,1.58496250072116,1.58496250072116,1.58496250072116,1.58496250072116,1.58496250072116,1.58496250072116,1.58496250072116
COX5A,7.82784878803989,7.78942250741811,7.82203542117793,7.85587019460402,8.09099476946172,8.00050794964335,7.71678196128031,7.78316982462181,7.74707944428426,7.84744535603916,8.03264103539512,7.84588123949673
COX5B,8.21129317540762,8.31250578199458,8.25958166176533,8.45813813256027,8.73443973521675,8.65077147633882,8.09045073321914,8.23687828272459,8.26097733287529,8.35708541677991,8.52765704920331,8.76857892235631
COX6A1,9.08469251439047,9.14413181827757,8.99455746141709,9.14363183633973,9.35987601978189,9.35813508916289,8.89321493829993,8.95362290955255,9.09356371598652,9.12317569934326,9.36273001601678,9.45841460057401
COX6A2,2.34842392222708,2.29832219183459,2.7085711287645,2.41101540379319,2.58291598264692,2.79678360779266,2.4344370244436,2.52608727228524,2.53151666332298,2.21141023104244,2.68711534488147,2.42005073022988
COX6B1,8.19506087903815,8.26443309886429,8.23231473863511,8.43923582605214,8.73163747454477,7.99633271778646,8.12239040238705,8.10347835896135,8.37566084896373,8.4724821143154,8.62547246823183,7.93607139113336
COX6B2,1.58496250072116,1.58496250072116,1.58496250072116,1.6003389248907,1.60174192443828,1.60189944519283,1.58496250072116,1.58496250072116,1.58496250072116,1.58496250072116,1.58496250072116,1.63580477367291
COX6C,6.23810271315624,6.21276674225578,6.26737112946888,6.35617396076781,6.69671399149531,6.53915735577239,6.07043967096211,6.13836139644407,6.15321547565455,6.42992075369012,6.57183094564516,6.44743984436464
COX7A1,1.654802349424,1.71056141603402,1.93072882141772,2.09048288825125,1.8825339763591,1.92953691402258,1.87388413725642,1.91196685353357,1.8293790975598,1.79242658309946,2.17341115605639,2.1002009335313
COX7A2,7.62769222688155,7.62070148383258,7.57834726332732,7.65801329383863,7.79351102824104,7.54781951575458,7.49315164540802,7.46395205173808,7.66134534835179,7.75315307236418,7.74152477272403,7.36963486653626
COX7A2L,5.30720015586102,5.19689280941814,5.09554313485558,5.11647177237559,5.61987458792158,6.16893149813688,5.31368735694554,5.34123315306816,5.44795999787722,5.56347003013163,6.06296554556061,6.200383112251
COX7B,5.97103373704128,5.93507137548773,5.98883240723727,6.20523024914518,6.25912358764142,6.08704826157393,5.82127231281929,5.81079802513159,5.86370451608769,6.06938718152814,6.23637020965446,6.04775321334144
COX7B2,1.58496250072116,1.58496250072116,1.58496250072116,1.58496250072116,1.58496250072116,1.58496250072116,1.58496250072116,1.58496250072116,1.58496250072116,1.58496250072116,1.58496250072116,1.58496250072116
COX7C,7.3810287770944,7.43672060275241,7.46430136142778,7.58391959964271,7.85084425124887,7.71635005606173,7.31476570595524,7.38709033713946,7.43550972672927,7.69008177762244,7.92585013099385,7.75635624138498
COX8A,8.63994164739803,8.7418766744557,8.57097555845155,8.68009713204413,8.98429623767601,8.80056244039663,8.68142893003892,8.64514924428364,8.75971508772511,8.7240276909621,8.79895144269616,8.87840326492802
COX8C,1.58496250072116,1.58496250072116,1.58496250072116,1.58496250072116,1.58496250072116,1.58496250072116,1.68734971140336,1.58496250072116,1.58496250072116,1.75905179558355,1.66314302778641,1.58496250072116
CP,10.162290865713,10.3884251806068,10.6187380457711,11.048092148844,10.3120200812919,9.26530124242575,10.0433954294473,9.99262309463912,10.0883995058199,10.3439749261374,9.91704602041123,8.5250364965522
CPA1,1.58496250072116,1.58496250072116,1.58496250072116,1.58496250072116,1.58496250072116,1.58496250072116,1.58496250072116,1.58496250072116,1.58496250072116,1.58496250072116,1.58496250072116,1.58496250072116
CPA2,1.58496250072116,1.58496250072116,1.58496250072116,1.58496250072116,1.58496250072116,1.58496250072116,1.58496250072116,1.58496250072116,1.58496250072116,1.58496250072116,1.58496250072116,1.58496250072116
CPA3,1.6197797450963,1.64818400550818,1.58496250072116,1.6576382795972,1.58496250072116,1.58496250072116,1.64663960980338,1.62066794077984,1.61738724667194,1.61217503592375,1.60862255683305,1.58496250072116
CPA4,1.99661977830681,2.00964651783794,1.81128599438161,1.75034858132845,1.89893410032897,1.58496250072116,2.14561264262945,1.98988044248634,2.15147419912731,2.11868933491082,2.0486106212052,1.73934949802878
CPA5,1.58496250072116,1.58496250072116,1.58496250072116,1.58496250072116,1.58496250072116,1.58496250072116,1.58496250072116,1.58496250072116,1.58496250072116,1.60358376431963,1.58496250072116,1.6037544628409
CPA6,1.58496250072116,1.58496250072116,1.58496250072116,1.58496250072116,1.58496250072116,1.58496250072116,1.58496250072116,1.58496250072116,1.58496250072116,1.58496250072116,1.58496250072116,1.58496250072116
CPAMD8,1.65172441260695,1.6462951758856,1.60809469292763,1.62651174661098,1.63662296013555,1.69359130557795,1.65937448779137,1.61101173595663,1.61640848409715,1.60479987071763,1.59647999121401,1.6506401851732
CPB1,1.64327612075638,1.61199038843082,1.63812507931529,1.62631908723281,1.63005587040962,1.60789823422735,1.6113220548416,1.61516666056078,1.61238664230428,1.60797186777294,1.60496429587523,1.58496250072116
CPB2,8.63440738758015,8.62240966615336,8.90165231784662,9.1510701578816,9.75658541389574,9.24002473665176,8.45227056236851,8.59897292710559,8.5966039098607,8.71392226623776,9.55496401672475,9.02953542825218
CPD,5.4533304482028,5.42611089994861,5.4642459025524,5.51111647706415,5.4098298039309904,5.82578622859184,5.56557742275644,5.52993001535329,5.36467118747027,5.40877056673691,5.76711404370925,5.88356573319856
CPE,3.48887301712387,3.33555783279433,3.3220728471696,3.97822222399087,4.28276196470881,3.92572229211915,2.96545289444602,3.16605804331876,3.13636343375521,3.53133399398933,4.15949761067541,4.28633300407388
CPEB1,1.58496250072116,1.58496250072116,1.58496250072116,1.58496250072116,1.59942447191003,1.5995603469565,1.58496250072116,1.58496250072116,1.58496250072116,1.58496250072116,1.59133942565523,1.62885374841173
CPEB2,4.04346023612231,3.76182536236767,3.87567727692799,3.76624688913223,4.03283843427827,4.94847005600352,4.10890126664111,3.88194240309083,3.93126455075081,3.86749014128667,4.06259149207307,5.02205824917159
CPEB3,2.62115825925287,2.71703552732,2.92698630234737,2.85956505609177,2.81992613903309,3.29947616184814,2.78687630613536,2.65189388924441,2.8323149944407,2.80395928760301,2.85034558498202,3.3157408366278
CPEB4,4.06651870785069,4.08898655857309,4.10791641628967,4.42273068934567,4.72362684031918,6.41983993760992,4.19116655501099,4.1072173154884,3.87756181136339,4.24510368765536,4.98588539923785,6.74817953215501
CPED1,4.00647819181217,3.86893116407206,3.7162478420744,3.83026228478933,4.32315667430926,4.52627783213502,3.98727426815541,4.25390866394183,3.94949773407917,4.25906547552231,4.67534510739288,4.57444411800955
CPHXL,1.58496250072116,1.58496250072116,1.58496250072116,1.58496250072116,1.58496250072116,1.58496250072116,1.58496250072116,1.58496250072116,1.58496250072116,1.58496250072116,1.58496250072116,1.58496250072116
CPLX1,3.11033025765563,2.96457296266886,3.04112462403511,2.96492110599812,3.14671986003954,3.06801966786352,3.21698363162945,3.33786412939631,3.21614432791466,2.93674143823169,3.23406664679247,2.83256189828394
CPLX2,1.60352728098402,1.59350354191653,1.58496250072116,1.58496250072116,1.5992735748461,1.6278723016211,1.58496250072116,1.58496250072116,1.59362957652803,1.58496250072116,1.60381090842382,1.59229357803367
CPLX3,1.58496250072116,1.58496250072116,1.58496250072116,1.58496250072116,1.58496250072116,1.63142155445275,1.58496250072116,1.58496250072116,1.58496250072116,1.58496250072116,1.58496250072116,1.60866917852179
CPLX4,1.58496250072116,1.58496250072116,1.58496250072116,1.60990680875362,1.58496250072116,1.58496250072116,1.61652197729348,1.58496250072116,1.63393404499908,1.58496250072116,1.58496250072116,1.58496250072116
CPM,6.48229508044454,6.54333036814834,6.72195306177207,6.61836737068966,6.36468149892962,5.82208430327269,6.3571660973257,6.56123374108983,6.60855088398855,6.75195424119515,6.31349527444946,5.38949896842444
CPN1,3.47973182137969,3.51566254249223,3.86249860390629,4.49571429902192,4.61251556793229,4.68642816557286,3.19692109728803,3.5067186070448,3.58690051327734,3.84366471784653,3.77233234991087,4.03395312672993
CPN2,7.81534893325988,7.81549176812108,7.9165923731814,7.68304783988794,7.89726636120115,8.47586170327386,7.81926574551771,7.92623336562255,7.80780419661903,7.48452557179095,7.93167867703846,8.5291576910128
CPNE1,5.71634592323119,5.65208608300221,5.55126497891852,5.6245271990134,6.14738649591968,6.24528622857806,5.96509474022813,5.85917785261544,5.99298193804942,6.20640987663148,6.36449249873408,6.54944867785376
CPNE2,3.66864314768752,3.64142367800776,3.47392805808329,3.85146763067125,3.94219880997056,4.38609272411332,3.75311588838975,3.79357353537221,3.73693296255285,3.97004818166556,4.25342149787302,4.16075848407206
CPNE3,5.65107114049483,5.56412310382563,5.81717728888819,5.45249013578307,5.6933395749763704,5.92655638638641,5.57234397961495,5.74284770182374,5.74553131594686,5.67114957805288,6.07431638201485,6.06577188774392
CPNE4,1.58496250072116,1.58496250072116,1.58496250072116,1.58496250072116,1.58496250072116,1.59312981242562,1.58496250072116,1.58496250072116,1.58496250072116,1.58496250072116,1.58496250072116,1.60145347762001
CPNE5,1.64578559844181,1.69461451044995,1.65395400212968,1.61744327959973,1.6435306166383,1.60889789621074,1.63946189203573,1.72166426121521,1.68273460037698,1.62083259035213,1.61616207452051,1.58496250072116
CPNE6,1.58496250072116,1.58496250072116,1.58496250072116,1.58496250072116,1.58496250072116,1.58496250072116,1.58496250072116,1.58496250072116,1.58496250072116,1.58496250072116,1.58496250072116,1.58496250072116
CPNE7,1.96334801459832,1.68575505940336,1.88340410088054,1.83492142865956,1.85583189418736,2.03694074685535,1.91150447629228,1.78121730546596,1.85473009978638,1.8880320910926,2.07655628081323,2.19047131322345
CPNE8,3.50502450262213,3.58231380727172,3.5707674318842,3.65531552298693,3.78522348668044,4.99162289884243,3.22866028080886,3.46815468007983,3.63506431337306,3.77205506766271,4.2040283890729,5.01431645313969
CPNE9,1.58496250072116,1.58496250072116,1.58496250072116,1.60532308180861,1.58496250072116,1.60738551568061,1.58496250072116,1.58496250072116,1.58496250072116,1.58496250072116,1.58496250072116,1.58496250072116
CPO,1.68598530680675,1.63215799343686,1.76385616097477,1.75853245083239,1.77346341887794,1.58496250072116,1.71888588739063,1.73761369836828,1.76763740156061,1.73952287256005,1.58496250072116,1.70344757496948
CPOX,4.37490272426563,4.74020923347385,4.75364391700123,4.93808448690635,4.93805110284917,4.70236075993742,4.2485475508877,4.50185215576618,4.62233796076217,4.72497087239063,4.64124179562981,4.77303618565931
CPPED1,5.17517708589454,5.04500686655108,5.18942632082464,5.07999383856498,5.72802606278534,5.49978345365439,5.18842124721577,5.28254926387964,5.49963870066332,5.45659705900319,5.99247296271685,5.92844770020988
CPQ,4.12157260023882,4.14126485031583,4.02263906051249,4.36136449035647,4.83560686808809,5.38732008581107,4.1533042921315,4.16936328019314,4.1627971198511,4.3486857375803,4.81183679557397,5.67835884267488
CPS1,9.20303027041385,9.1197205587013,9.31101627742625,9.78882214622159,9.97372693196239,7.79014768347191,8.54419129534219,8.48116510119336,8.23233229864833,7.93828754062137,9.18463146572433,8.3693815001901
CPSF1,5.60745303602228,5.59951581486527,5.59391150001479,5.54976125861554,5.68952660186323,5.74022500748479,5.70147953847535,5.72202795696802,5.77544565555787,5.74284118238571,5.75982219154879,5.95203952007268
CPSF2,3.95337746613463,3.97352897351758,4.01311053707047,3.81055406938703,3.8747231338203,4.21807153389718,3.92063514512866,4.18469604653362,4.08867493097536,4.02153461398348,4.14634448850383,4.36519584776777
CPSF3,4.94857519381148,4.82204743797962,4.73245752291083,4.49330687352312,4.72449196330151,4.85245996465988,4.8915209675588,4.87537918243147,5.08763071857913,4.76429800768196,5.03411780545035,4.94567858501841
CPSF4,4.22674715415152,4.32253477879281,4.05778413918185,4.02956684849562,4.34787075984308,5.46864599767555,4.40856150146051,4.63047088224579,4.58433049648243,4.3662259564151,4.43118989421303,5.11988225585301
CPSF4L,1.58496250072116,1.58496250072116,1.58496250072116,1.58496250072116,1.58496250072116,1.58496250072116,1.58496250072116,1.58496250072116,1.58496250072116,1.58496250072116,1.71868669174686,1.58496250072116
CPSF6,4.28504706628761,4.70845657507774,4.65649409692267,4.20923004587045,4.43804598557059,4.13915169155654,4.65772576104787,5.02994632279797,4.99930112484205,4.5397354396519,4.56814427208502,4.24064198048686
CPSF7,5.47618178667779,5.44694211427888,5.33024699167238,4.98992676084459,5.41553095924384,5.72177486382795,5.77857785175089,5.70273350606073,5.66151927265184,5.41087737868443,5.54819027999162,5.87535588526022
CPT1A,4.63253456844187,4.88472929157107,5.20221244404748,5.51947351102581,4.5708299498623,5.58985309208519,4.56753102829351,4.5650046213451,4.66754022339959,4.94819180333254,4.98629654928086,5.61444038968663
CPT1B,2.35254035738005,2.60503992754754,2.4710733340381,2.51454769218659,2.57610604078153,3.11039118017108,2.42088002210776,2.52196396335916,2.38536141662852,2.30068622919776,2.54913750041206,2.86865588570818
CPT1C,1.82810517771867,1.70154052738541,1.74758914813368,1.97926612602115,1.72368212990162,1.64258920824252,1.68302792839738,1.73240624923767,1.71932373390165,1.87758268877605,1.77654048227027,1.69935984678384
CPT2,4.85589953622876,4.66543686458296,5.01891570445377,5.1792229208631,5.66331641179757,6.14722766010009,4.62929234879898,4.81729289752717,4.82331267742689,5.00632620649317,5.42658474064571,6.04722293779679
CPTP,5.97625353888447,6.33067639079876,6.02533281555342,6.05164296885973,6.58459420235651,6.59113633931465,5.80026177723067,6.20312680680562,6.03390750664131,5.9206284962317,6.34953415790417,6.56454633095667
CPVL,2.50539615741803,2.28623582070886,2.19438726535775,2.56449047103948,1.96696066274072,2.15989999346168,2.36397140914487,2.16826025374783,2.28361492942707,2.4639850350128,2.18467116059009,2.72116236807861
CPXCR1,1.58496250072116,1.58496250072116,1.58496250072116,1.58496250072116,1.61452937393706,1.58496250072116,1.58496250072116,1.58496250072116,1.58496250072116,1.61490128469994,1.58496250072116,1.58496250072116
CPXM1,1.85006301885493,1.92869922249651,1.92639319808132,2.13629881600621,1.70224940055674,1.58496250072116,1.74170530489872,1.66416699147439,2.04481817929313,1.93161133192928,1.65487602101166,1.58496250072116
CPXM2,1.64852081200222,1.5997815884483,1.59967051470191,1.60768868551374,1.59741279481525,1.58496250072116,1.58496250072116,1.63410884038766,1.59999978245077,1.59757034367923,1.61758016759773,1.58496250072116
CPZ,1.58496250072116,1.58496250072116,1.58496250072116,1.58496250072116,1.58496250072116,1.58496250072116,1.58496250072116,1.58496250072116,1.58496250072116,1.58496250072116,1.58496250072116,1.58496250072116
CR1,1.63493177642657,1.62519017438727,1.60221032217136,1.63342892087467,1.58496250072116,1.58496250072116,1.66777353368423,1.63619969311484,1.6084263963566101,1.63367376273287,1.58496250072116,1.58496250072116
CR1L,1.58496250072116,1.58496250072116,1.61399392526898,1.58496250072116,1.58496250072116,1.58496250072116,1.58496250072116,1.58496250072116,1.58496250072116,1.58496250072116,1.60661276583146,1.58496250072116
CR2,1.58496250072116,1.58496250072116,1.59847588813846,1.60584749920613,1.58496250072116,1.58496250072116,1.58496250072116,1.60018636275462,1.59877853965134,1.58496250072116,1.58496250072116,1.59665205684697
CRABP1,1.58496250072116,1.58496250072116,1.58496250072116,1.58496250072116,1.58496250072116,1.58496250072116,1.58496250072116,1.58496250072116,1.58496250072116,1.58496250072116,1.58496250072116,1.58496250072116
CRABP2,1.74792203211177,1.68674594200373,1.63636836043827,1.66385333611801,1.82874366397542,1.58496250072116,2.09860524759089,1.58496250072116,1.8748481177458,1.97532152033423,1.80144075247436,1.58496250072116
CRACR2A,1.65776349763579,1.72616631782151,1.80510731593837,1.74271995293795,1.75636989856267,1.63251846433918,1.70243756992289,1.70728938146549,1.74897664257197,1.8174137861911,1.72914619366014,1.63310276098692
CRACR2B,1.94380330413467,2.18701786866869,1.97275030765093,2.17413077365285,2.81620399535729,3.73474504823041,2.32763485708176,2.29629428127712,2.27482778025183,2.45034754561228,2.93814769626514,4.08714622930204
CRADD,4.19796021054849,4.05055596820164,4.11682196297518,3.91262100950078,4.2402492008921,4.52742083061621,4.16366346686475,4.21783927844033,4.27393255596597,4.19460194632851,4.33604120760495,4.59157200314856
CRAMP1,3.63934439943445,3.47462257547779,3.30520195974037,3.11171136279191,3.34186208513647,3.74297607087012,3.47582977109305,3.32397823491764,3.32990062612115,3.2182144106774,3.44996389480107,3.86631230892512
CRAT,6.3533396547539,6.31463867025018,6.26234070542982,6.25063066121585,6.8077173946641,7.16734494023808,6.41664712313238,6.59833445662734,6.43490126721786,6.27601278982964,6.80003710630543,7.23510234683117
CRB1,1.58496250072116,1.60509152974837,1.58998310510671,1.58496250072116,1.58496250072116,1.59352537201494,1.58496250072116,1.58496250072116,1.59009588722987,1.58496250072116,1.58869856724256,1.60224976127626
CRB2,1.58496250072116,1.59406945254759,1.58496250072116,1.58496250072116,1.58496250072116,1.58496250072116,1.58496250072116,1.58496250072116,1.59420381116278,1.60041265793668,1.58496250072116,1.58496250072116
CRB3,4.58417185279409,4.71474245185197,4.65429347696245,4.64499744294366,5.00864039314159,5.30955117351733,4.69900304076441,4.67980407610517,5.01998893925908,4.79015912213208,5.06773076539358,5.29301120155985
CRBN,3.70476939359009,3.96245076134697,3.82354804816554,3.74791711020178,3.84725540155123,5.10506549807588,3.6811039065574,3.64203785782716,3.72144623070566,3.80854600118632,4.26278709529387,5.38335828494972
CRCP,4.86535901834588,5.13748336714291,4.98015953712356,5.02302057543885,5.11314082661512,5.87394867355311,4.96053527714885,5.19440305119722,5.00399494682806,5.03235363045892,5.2032370800528,5.62695270446954
CRCT1,4.21698574912222,4.26278589199967,4.43561401465168,4.8760006298759,5.19208917624523,1.71897272168495,3.91613238806359,4.45227723292345,4.54121969985755,4.66742419841508,4.60703352667875,2.01250978431422
CREB1,3.56082706443196,3.1901631578348,3.08537637514875,3.10066708468518,3.17521582094623,3.60452630007398,3.61113418944099,3.32070866448005,3.27393222784385,3.22353631656545,3.4373627605659,3.73253007118118
CREB3,6.71858877008776,6.5863705372089,6.49763056745967,6.51868703088501,6.62047215622886,6.50836713662129,6.69834578596118,6.63432371555149,6.66979706539848,6.63732962111403,6.72049975844875,6.58461702904261
CREB3L1,1.82761205358331,1.8248112204542,2.02752120309115,2.24136237117572,2.29854005822489,2.1089294463052,1.93786780033329,1.85081653149936,1.99395731940242,2.16437030699287,2.39516565940369,2.32053774595054
CREB3L2,4.17626137443825,4.03384526504813,4.29829033975878,4.25610859334477,4.14107174227102,4.30005969944021,4.06995086361021,4.1098256780424,4.15812714699017,4.22926583134474,4.45008502375711,4.60888581554958
CREB3L3,6.47521514543549,7.56811963537343,8.23856679374395,8.38140570499271,6.99734733328848,6.21731107464052,5.38429329512569,5.55668702027863,6.02948573434224,7.12568540548752,6.52208029668986,4.93127090409649
CREB3L4,3.28451046843292,3.05318181159029,3.38978204374215,3.08393370942417,3.26675576550053,3.24606292645931,3.21088598106504,3.12634258357802,3.09729904112511,3.26436512491784,3.29019823673093,3.43048284325316
CREB5,2.18864126248307,1.96397388665981,2.01261682228009,2.03177337313728,2.37391988797429,2.45335385887178,2.35311466824903,2.27617278891765,2.35156934074921,2.29738720796397,2.39311256702525,2.40241325239737
CREBBP,4.32170397693661,4.36093624831404,4.16772285818937,4.09604761883602,4.17970946187767,4.98690611589526,4.55747751629077,4.44591410806775,4.34430269551634,4.24909832176829,4.29614612857059,5.00019929072682
CREBL2,5.03028136954749,5.06983809125506,5.17261375799979,5.44343488847954,5.11650540037912,5.81807250376032,4.92357740162595,4.84841745705112,4.9949395435811,5.28742513909487,5.52290510238821,5.91959436263514
CREBRF,2.19041938751479,2.53317594449669,2.61510390864398,2.60943637610489,2.61289676643731,3.93144982766139,2.24443142535982,2.2264392100684,2.34910437714518,2.45536352942545,2.82927654498428,4.22941453284608
CREBZF,4.32894383708375,3.90063993916258,4.10406009092868,4.04897885498897,4.20966087077522,4.62701001673588,4.37786183678467,4.04881779397383,4.19043487657698,4.20299164202344,4.34537669500317,4.83170847230124
CREG1,6.98879548502833,6.94898120778451,6.92399961557567,7.01019358664082,7.29301165714616,8.52548129502853,7.09035024051263,7.10929422095144,7.03864883597911,7.08335190772869,7.64275797045696,8.57770316647378
CREG2,1.58496250072116,1.59402109498325,1.58496250072116,1.59193266838901,1.58496250072116,1.58496250072116,1.58496250072116,1.58496250072116,1.58496250072116,1.58496250072116,1.58496250072116,1.58496250072116
CRELD1,4.71409135787709,4.58418237205102,4.31232678939491,4.52931850859444,4.91418921286732,5.1652401656282,4.73948999454466,4.41434285976815,4.38358824224842,4.35204664671194,5.15244978055376,5.3053245371464
CRELD2,6.36923718239599,6.20725951841342,5.97613542193904,6.1631043850252,6.01585689559123,5.3428737263513,6.42164662300421,6.1321375266814,6.12000890539746,5.86696791359442,6.18186823288796,5.42699852330533
CREM,3.84835088560055,3.75778518928944,3.64510324930628,3.54535517596504,3.75293213258005,4.37303295008329,3.76411777509213,3.7274522777227,3.60572245379852,3.486329397803,3.65747820955867,4.28425208349088
CRH,1.58496250072116,1.58496250072116,1.58496250072116,1.58496250072116,1.58496250072116,1.58496250072116,1.58496250072116,1.58496250072116,1.58496250072116,1.58496250072116,1.58496250072116,1.58496250072116
CRHBP,2.81688955680993,2.36991459143264,2.81193744241072,3.4346157406685,1.6303289856017,1.58496250072116,2.96098004407235,2.53850234581008,2.42626188887614,3.40193137235051,1.62493364988159,1.58496250072116
CRHR1,1.58496250072116,1.58496250072116,1.58496250072116,1.58496250072116,1.58496250072116,1.58496250072116,1.58496250072116,1.58496250072116,1.58496250072116,1.58496250072116,1.58496250072116,1.58496250072116
CRHR2,1.58496250072116,1.58496250072116,1.58496250072116,1.58496250072116,1.58496250072116,1.58496250072116,1.58496250072116,1.58496250072116,1.58496250072116,1.58496250072116,1.58496250072116,1.58496250072116
CRIM1,3.16670757032018,3.26797856826677,3.24453063812071,3.34393048227525,3.36324368243227,3.16437274143617,3.32719451202028,3.49207786191553,3.59699304969247,3.92123762456666,3.95264320977223,4.02222942827705
CRIP1,1.78589728796611,1.73503323823538,1.69812757312438,1.93426044267106,2.01266954811198,1.77316223254764,1.66007633650044,1.79073357647552,1.73714123230256,1.88711974282897,1.98955405615729,1.86190308552554
CRIP2,3.29693625887437,3.57480325684847,3.56058233431043,4.24369954345871,4.87596864582828,4.24482506666953,4.02539714874245,3.83990524720632,4.04176619800742,4.58453710901995,5.41912408124991,4.78113337993833
CRIP3,3.17871446755812,3.29226414595373,3.40603571863848,3.6261521553881,3.71425204009489,5.94785998644488,3.49913657355219,3.33172316481467,3.17357521727631,4.19371169445168,4.60535914795372,6.18281261442528
CRIPT,4.21923076913676,4.18527233418738,4.24307127582934,4.31848786015702,4.03348065756271,4.33380171272221,4.0849445232632,4.20222538332947,4.13771881213284,4.43901814229735,4.47507953526925,4.41504793418446
CRISP1,1.58496250072116,1.58496250072116,1.58496250072116,1.58496250072116,1.58496250072116,1.58496250072116,1.58496250072116,1.58496250072116,1.58496250072116,1.58496250072116,1.58496250072116,1.58496250072116
CRISP2,1.58496250072116,1.58496250072116,1.58496250072116,1.58496250072116,1.58496250072116,1.58496250072116,1.58496250072116,1.58496250072116,1.58496250072116,1.58496250072116,1.58496250072116,1.58496250072116
CRISP3,1.58496250072116,1.58496250072116,1.58496250072116,1.58496250072116,1.58496250072116,1.58496250072116,1.58496250072116,1.58496250072116,1.58496250072116,1.58496250072116,1.58496250072116,1.58496250072116
CRISPLD1,1.65295531878433,1.65960314196424,1.74094539597633,1.79473398168487,1.61676301421115,1.58496250072116,1.62183408856384,1.68163598573709,1.66067938430459,1.68961417790247,1.60369136823262,1.58496250072116
CRISPLD2,2.41624932420386,2.14273251784065,2.09379066056457,2.22603770036356,2.41800065887853,2.40138762293421,2.41668340352098,2.26428006389208,2.16890073918113,2.14985488904168,2.50370324714437,2.46312844567798
CRK,6.60860949243034,6.86296855980085,6.80017652666779,6.712128510407,6.95182244198864,7.38351879220732,6.70581021046636,7.03857127808124,6.82542089808371,6.86620685474591,7.2324461804455,7.42302464524957
CRKL,5.27958293642747,5.37208744271836,5.30896145885847,5.24351487118288,5.41107120808858,5.94482346727503,5.3916452142661,5.58509231234967,5.46340709237203,5.34842660200355,5.45396952514787,5.96994157541139
CRLF1,1.61983733399384,1.64828755581562,1.6167339320686,1.60963768038523,1.6118812501938,1.76521431014852,1.58496250072116,1.58496250072116,1.58496250072116,1.61222016496677,1.74322143805287,1.79159740868133
